,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.44,0.15,0.25,0.47,0.97,0.57,0.55,0.23
enlightenment.csv,0.59,0.36,0.24,0.98,0.51,0.69,0.53,0.0
ildjit.csv,0.28,0.95,0.11,0.1,0.34,0.14,0.16,0.0
jfreereport.csv,0.45,0.45,0.93,0.47,0.32,0.42,0.31,0.27
lufa-lib.csv,0.65,0.15,0.23,0.63,0.29,0.58,0.98,0.23
pcsx2.csv,0.53,0.29,0.31,0.63,0.54,0.99,0.61,0.12
psycle.csv,0.98,0.31,0.25,0.68,0.61,0.78,0.58,0.18
wxjs.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0
