,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.65,0.65,0.61,0.65,0.56,0.56,0.57,0.4
enlightenment.csv,0.6,0.46,0.43,0.53,0.48,0.45,0.56,0.9
ildjit.csv,0.98,0.87,0.99,0.97,0.88,0.94,0.97,0.83
jfreereport.csv,0.76,0.63,0.99,0.73,0.67,0.68,0.99,0.59
lufa-lib.csv,0.62,0.67,0.82,0.61,0.92,0.63,0.75,0.68
pcsx2.csv,0.59,0.47,0.53,0.48,0.47,0.48,0.53,0.88
psycle.csv,0.49,0.4,0.45,0.46,0.44,0.42,0.49,0.42
wxjs.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.88
