,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.64,0.1,0.68,0.26,0.32,0.56,0.59,0.35,0.37,0.51
gamestone.csv,0.1,0.56,0.25,0.35,0.08,0.0,0.0,0.0,0.11,0.15
gbif-providertoolkit.csv,0.48,0.0,0.37,0.0,0.48,0.54,0.33,0.39,0.22,0.74
heekscad.csv,0.82,0.41,0.65,0.47,0.36,0.68,0.51,0.29,0.43,0.83
igarden.csv,0.73,0.15,0.48,0.52,0.4,0.64,0.38,0.38,0.55,0.67
levent.csv,0.71,0.12,0.27,0.17,0.33,0.76,0.45,0.21,0.0,0.43
owlapi.csv,0.58,0.0,0.36,0.11,0.31,0.67,0.48,0.53,0.43,0.71
pnotepad.csv,0.7,0.34,0.64,0.48,0.28,0.67,0.48,0.22,0.33,0.93
quark.csv,0.46,0.2,0.45,0.12,0.17,0.04,0.05,0.29,0.59,0.29
xcsoar.csv,0.74,0.25,0.69,0.45,0.39,0.51,0.43,0.29,0.33,0.34
