,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,2.0,9.0,1.0,3.0,3.0,0.0,1.0,18.0,14.0,0.0
gamestone.csv,1.0,0.0,2.0,0.0,7.0,71.0,111.0,155.0,0.0,0.0
gbif-providertoolkit.csv,1.0,59.0,1.0,102.0,2.0,0.0,1.0,0.0,2.0,0.0
heekscad.csv,0.0,5.0,4.0,1.0,2.0,0.0,5.0,21.0,7.0,0.0
igarden.csv,2.0,15.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0
levent.csv,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,64.0,0.0
owlapi.csv,3.0,59.0,1.0,0.0,3.0,0.0,1.0,4.0,6.0,0.0
pnotepad.csv,1.0,14.0,0.0,2.0,10.0,0.0,1.0,50.0,17.0,0.0
quark.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
xcsoar.csv,0.0,4.0,4.0,5.0,6.0,0.0,7.0,11.0,17.0,0.0
