,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.49,0.92,0.41,0.67,0.37,0.48,0.47,0.43,0.36,0.63
gamestone.csv,0.8,0.47,0.87,0.47,0.92,0.0,0.0,0.92,0.83,0.75
gbif-providertoolkit.csv,0.67,0.91,0.73,0.5,0.61,0.55,0.94,0.57,0.8,0.53
heekscad.csv,0.35,0.43,0.39,0.4,0.38,0.38,0.34,0.45,0.36,0.39
igarden.csv,0.44,0.72,0.75,0.47,0.58,0.59,0.57,0.73,0.44,0.59
levent.csv,0.51,0.88,0.9,0.8,0.39,0.44,0.49,0.75,0.0,0.77
owlapi.csv,0.65,0.9,0.92,0.86,0.48,0.44,0.44,0.6,0.48,0.57
pnotepad.csv,0.4,0.55,0.37,0.31,0.35,0.44,0.4,0.5,0.34,0.4
quark.csv,0.63,0.5,0.84,0.5,0.89,0.0,0.0,0.94,0.54,0.88
xcsoar.csv,0.35,0.75,0.37,0.39,0.38,0.48,0.49,0.57,0.34,0.6
