,f1,g,recall,precision,pf,wins
decidr.csv,0.5549999999999999,0.37,0.925,0.42500000000000004,0.89,2
doomlegacy.csv,0.47,0.41500000000000004,0.675,0.48,0.405,5
elmo.csv,0.56,0.635,0.73,0.485,0.53,13
enzo.csv,0.575,0.53,0.875,0.43,0.79,3
gpac.csv,0.33,0.315,0.30500000000000005,0.37,0.365,0
img-browse-sort.csv,0.565,0.615,0.635,0.595,0.355,19
ktc.csv,0.56,0.54,0.52,0.625,0.24,18
neoengine.csv,0.6,0.595,0.75,0.555,0.5449999999999999,16
nicepress.csv,0.58,0.535,0.825,0.49,0.64,8
open-ms.csv,0.41500000000000004,0.515,0.485,0.51,0.305,4
pcsx2.csv,0.515,0.595,0.695,0.56,0.425,15
pi-qmc.csv,0.56,0.58,0.73,0.495,0.52,10
rosegarden.csv,0.495,0.565,0.685,0.515,0.475,7
salasaga.csv,0.48,0.52,0.5,0.545,0.345,6
sigil.csv,0.5800000000000001,0.63,0.735,0.5449999999999999,0.49,17
skia.csv,0.53,0.5,0.46499999999999997,0.62,0.245,12
smarttag.csv,0.555,0.59,0.625,0.565,0.44,14
sylpheed-claws.csv,0.565,0.07,0.97,0.4,0.985,1
xemeiah.csv,0.5449999999999999,0.595,0.63,0.495,0.42000000000000004,10
zscreen.csv,0.55,0.59,0.66,0.55,0.515,9
