,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.6,0.52,0.0,0.35,0.36,0.0,0.6,0.59,0.57,0.24,0.38,0.26,0.22,0.18,0.91,0.24,0.0,0.8,0.0,0.49
alleg.csv,0.59,0.46,0.4,0.55,0.35,0.77,0.3,0.64,0.31,0.29,0.2,0.4,0.06,0.47,0.29,0.22,0.79,0.77,0.67,0.42
biodwh.csv,0.35,0.06,0.0,0.39,0.21,0.27,0.04,0.12,0.15,0.0,0.32,0.23,0.0,0.44,0.01,0.51,0.43,0.3,0.59,0.33
factor.csv,0.37,0.19,0.1,0.12,0.39,0.24,0.15,0.54,0.26,0.47,0.3,0.0,0.08,0.39,0.0,0.21,0.34,0.93,0.4,0.05
iaml.csv,0.61,0.37,0.34,0.62,0.14,0.63,0.7,0.28,0.37,0.11,0.26,0.3,0.25,0.47,0.16,0.27,0.6,0.47,0.43,0.7
icescrum.csv,0.58,0.53,0.41,0.64,0.39,0.37,0.34,0.36,0.32,0.37,0.21,0.26,0.15,0.68,0.37,0.28,0.41,0.58,0.59,0.57
jbasic.csv,0.54,0.43,0.44,0.73,0.32,0.76,0.4,0.51,0.32,0.29,0.16,0.33,0.12,0.56,0.0,0.26,0.81,0.67,0.6,0.56
jcache.csv,0.62,0.49,0.38,0.69,0.3,0.73,0.42,0.7,0.34,0.4,0.15,0.41,0.21,0.58,0.94,0.32,0.72,0.48,0.52,0.88
ktc.csv,0.71,0.58,0.38,0.69,0.5,0.64,0.35,0.65,0.39,0.29,0.29,0.3,0.17,0.59,0.73,0.29,0.62,0.41,0.62,0.69
moast.csv,0.09,0.27,0.0,0.66,0.42,0.76,0.61,0.57,0.17,0.32,0.07,0.21,0.0,0.43,0.98,0.26,0.98,0.09,0.57,0.4
natpad.csv,0.64,0.48,0.17,0.35,0.41,0.74,0.43,0.66,0.34,0.4,0.22,0.32,0.07,0.47,0.5,0.21,0.82,0.84,0.71,0.49
nebuladevice.csv,0.51,0.3,0.48,0.3,0.26,0.11,0.4,0.24,0.09,0.0,0.14,0.45,0.03,0.28,0.56,0.06,0.3,0.76,0.0,0.19
nosleepsoftware.csv,0.17,0.15,0.61,0.11,0.0,0.35,0.25,0.04,0.06,0.0,0.13,0.33,0.0,0.0,0.03,0.09,0.04,0.08,0.11,0.16
pixel-commandos.csv,0.27,0.36,0.0,0.3,0.31,0.19,0.47,0.41,0.25,0.31,0.0,0.13,0.57,0.23,0.85,0.26,0.18,0.05,0.2,0.38
riff-evolve.csv,0.66,0.54,0.0,0.42,0.38,0.41,0.55,0.71,0.43,0.39,0.48,0.24,0.24,0.54,0.95,0.31,0.19,0.63,0.54,0.81
rosegarden.csv,0.7,0.62,0.24,0.69,0.26,0.64,0.43,0.63,0.39,0.4,0.39,0.35,0.23,0.57,0.36,0.32,0.7,0.36,0.66,0.82
smarttag.csv,0.62,0.45,0.39,0.38,0.44,0.46,0.53,0.52,0.28,0.24,0.18,0.35,0.1,0.57,0.18,0.29,0.31,0.79,0.57,0.75
wxcode.csv,0.67,0.54,0.43,0.51,0.0,0.47,0.26,0.5,0.4,0.35,0.5,0.37,0.2,0.51,0.05,0.31,0.41,0.12,0.47,0.77
xined.csv,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.68
zemljanka.csv,0.53,0.42,0.41,0.65,0.47,0.62,0.73,0.53,0.29,0.27,0.14,0.3,0.11,0.55,0.95,0.26,0.9,0.77,0.55,0.61
