,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.0,0.56,0.64,0.53,0.96
lcfizvtop.csv,0.89,0.35,0.09,0.14,0.0
migen.csv,0.29,0.0,0.18,0.11,0.04
mvnforum.csv,0.46,0.19,0.0,0.05,0.23
plplot.csv,0.61,0.63,0.57,0.0,0.25
