,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.57,0.41,0.42,0.57,0.39
lcfizvtop.csv,0.4,0.83,0.8,0.71,0.82
migen.csv,0.67,0.53,0.75,0.89,0.5
mvnforum.csv,0.43,0.74,0.78,0.83,0.92
plplot.csv,0.38,0.38,0.37,0.75,0.59
