,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.21,0.25,0.75,0.06,0.18,0.29,0.08,0.4,0.0,0.13,0.2,0.5,0.27,0.18,0.31,0.81,0.27,0.09,0.0
blogentis.csv,0.5,0.87,0.75,0.12,0.45,0.18,0.96,0.69,0.0,1.0,0.72,0.2,0.33,0.33,0.71,0.54,0.52,0.18,0.52,1.0
carabiner.csv,0.0,0.56,0.25,0.69,0.59,0.45,0.62,0.16,0.4,1.0,0.51,0.6,0.17,0.33,0.59,0.85,0.38,1.0,0.39,1.0
continuum-ide.csv,0.0,0.05,0.25,0.25,0.14,0.09,0.29,0.14,0.1,1.0,0.46,0.4,0.17,0.33,0.94,0.23,0.14,0.18,0.18,0.0
emulemorph.csv,0.0,0.18,0.0,0.25,0.0,0.0,0.17,0.0,0.1,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.05,0.0,0.0
free-evolution.csv,0.5,0.49,0.5,0.81,0.24,0.55,0.67,0.18,0.5,0.0,0.34,0.4,0.5,0.77,0.71,0.46,0.29,0.41,0.85,0.0
gtad.csv,1.0,0.1,0.0,0.0,0.06,0.36,0.08,0.0,0.0,1.0,0.02,0.8,0.17,0.07,0.06,0.31,0.29,0.14,0.06,0.0
htmlunit.csv,1.0,0.49,0.25,0.88,0.33,0.82,0.42,0.2,0.3,1.0,0.89,0.6,0.5,0.43,0.35,0.92,0.19,0.45,0.24,0.0
jaxen.csv,1.0,0.69,0.5,0.56,0.8,0.55,0.58,0.55,0.9,0.0,0.55,1.0,0.83,0.63,0.65,0.23,0.62,0.27,0.61,0.0
jsr308-langtools.csv,0.5,0.69,0.75,1.0,0.53,0.73,0.5,0.43,0.1,0.0,0.47,0.8,0.33,1.0,0.59,0.77,0.62,0.36,0.61,0.0
jvcl.csv,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.2,0.0,0.03,0.18,0.0,0.1,0.05,0.0,0.0
kaffeine.csv,0.5,1.0,1.0,0.75,1.0,0.73,0.83,0.67,0.6,1.0,0.72,0.4,0.83,0.87,0.24,1.0,0.57,0.59,0.88,1.0
m-m-m.csv,0.5,0.38,1.0,1.0,0.98,0.91,1.0,1.0,0.6,1.0,0.86,1.0,1.0,0.93,0.94,0.85,0.86,1.0,0.88,1.0
motu.csv,1.0,0.74,1.0,0.69,0.1,0.18,0.54,0.24,0.0,1.0,0.57,0.4,0.0,0.57,0.29,1.0,0.29,0.09,0.0,1.0
nh3d.csv,0.0,0.0,1.0,0.25,0.16,0.45,0.25,0.16,1.0,1.0,0.25,0.6,0.5,0.57,0.41,0.46,0.29,0.14,0.21,0.0
sarasvati.csv,1.0,0.03,0.0,0.81,0.08,0.91,0.12,0.1,0.1,0.0,0.32,0.8,0.0,0.43,0.29,0.31,0.19,0.0,0.18,0.0
taokgame.csv,0.5,0.0,0.0,0.12,0.1,0.18,0.12,0.02,1.0,0.0,0.02,0.2,0.0,0.13,0.12,0.08,0.29,0.0,0.18,0.0
wgs-assembler.csv,0.0,0.92,0.5,0.38,0.18,0.55,0.17,0.02,0.4,1.0,0.24,0.6,0.0,0.47,0.29,0.54,0.57,0.14,0.33,0.0
