,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.62,0.07,0.09,1.0,0.1,0.27,1.0,0.14,0.0,0.28,0.04,0.14,0.89,0.14,0.29,1.0,0.29,0.6,0.0
blogentis.csv,0.1,0.37,0.01,0.05,0.73,0.03,1.0,0.81,0.0,0.03,0.38,0.03,0.05,0.5,0.39,0.24,0.19,0.29,0.2,0.03
carabiner.csv,0.0,0.33,0.01,0.08,0.85,0.11,0.33,0.73,0.09,0.04,0.31,0.07,0.02,0.56,0.29,0.35,0.17,1.0,0.28,0.02
continuum-ide.csv,0.0,0.18,0.0,0.16,0.5,0.02,0.28,0.78,0.1,0.07,0.41,0.1,0.08,0.83,0.94,0.14,0.07,0.8,0.25,0.0
emulemorph.csv,0.0,0.41,0.0,0.09,0.0,0.0,0.2,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
free-evolution.csv,0.04,0.4,0.01,0.12,0.92,0.15,0.26,1.0,0.09,0.0,0.55,0.2,0.07,0.77,0.39,0.38,0.15,0.33,1.0,0.0
gtad.csv,1.0,0.67,0.0,0.0,1.0,0.57,0.25,0.0,0.0,0.2,0.33,0.31,0.5,0.67,0.12,0.44,0.27,0.6,0.67,0.0
htmlunit.csv,0.04,0.33,0.02,0.11,0.89,0.08,0.29,0.83,0.17,0.02,1.0,0.18,0.11,0.81,0.33,0.23,0.11,0.23,0.15,0.0
jaxen.csv,0.05,0.36,0.02,0.13,0.91,0.05,0.27,0.85,0.29,0.0,0.36,1.0,0.07,0.56,0.3,0.5,0.15,0.4,0.21,0.0
jsr308-langtools.csv,0.04,0.39,0.01,0.1,0.84,0.12,0.35,0.88,0.03,0.0,0.54,0.11,0.06,1.0,0.34,0.32,0.21,0.44,0.32,0.0
jvcl.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.07,0.0,0.33,0.75,0.0,0.06,0.17,0.0,0.0
kaffeine.csv,0.02,0.36,0.01,0.09,0.98,0.1,0.32,0.79,0.11,0.02,0.34,0.14,0.05,0.76,0.2,0.25,0.16,0.32,0.23,0.01
m-m-m.csv,0.02,0.36,0.01,0.1,0.81,0.07,0.26,1.0,0.1,0.02,0.32,0.06,0.06,0.61,0.33,0.29,0.16,0.3,0.23,0.01
motu.csv,0.08,0.39,0.01,0.1,0.83,0.25,0.34,0.86,0.0,0.33,0.42,0.18,0.0,0.85,0.42,1.0,0.25,0.29,0.0,0.02
nh3d.csv,0.0,0.0,1.0,0.15,0.89,0.12,0.38,1.0,0.56,0.04,0.63,0.13,0.15,0.74,0.35,0.33,0.21,0.25,0.54,0.0
sarasvati.csv,0.4,0.25,0.0,0.1,1.0,0.91,0.6,0.71,0.33,0.0,0.68,0.15,0.0,0.87,0.5,0.36,0.31,0.0,0.46,0.0
taokgame.csv,0.05,0.0,0.0,0.15,0.83,0.1,0.23,1.0,1.0,0.0,0.22,0.17,0.0,0.44,0.25,0.25,0.3,0.0,0.32,0.0
wgs-assembler.csv,0.0,1.0,0.06,0.13,0.75,0.17,0.15,1.0,0.24,0.02,0.5,0.25,0.0,0.82,0.36,0.28,0.24,0.23,0.34,0.0
