,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.73,0.92,0.93,0.33,0.67,0.95,0.73,0.75,0.72,0.75,0.97,0.76,0.9,0.89,0.55,0.86,0.94,0.76,0.8,0.91
blogentis.csv,0.9,0.37,0.54,0.76,0.73,0.8,0.74,0.65,0.62,0.67,0.44,0.8,0.85,0.7,0.48,0.66,0.63,0.93,0.73,0.51
carabiner.csv,0.53,0.42,0.39,0.35,0.5,0.6,0.49,0.55,0.45,0.48,0.44,0.47,0.51,0.72,0.44,0.35,0.49,0.64,0.63,0.55
continuum-ide.csv,0.67,0.91,0.68,0.96,0.93,0.75,0.72,0.56,0.9,0.67,0.53,0.81,0.92,0.67,0.59,0.67,0.68,0.8,0.96,0.61
emulemorph.csv,0.0,0.94,0.0,0.86,0.0,0.98,0.95,0.0,0.93,0.67,0.0,0.0,0.8,0.0,0.0,0.5,0.5,0.8,0.75,0.89
free-evolution.csv,0.64,0.57,0.45,0.37,0.85,0.72,0.5,0.78,0.53,0.75,0.78,0.9,0.66,0.4,0.32,0.75,0.74,0.7,0.89,0.3
gtad.csv,0.5,0.83,0.91,0.67,0.67,0.86,0.88,0.0,0.75,0.8,0.83,0.77,0.5,0.67,0.88,0.78,0.82,0.8,0.67,0.0
htmlunit.csv,0.47,0.38,0.75,0.3,0.83,0.54,0.54,0.5,0.78,0.5,0.61,0.65,0.82,0.56,0.5,0.42,0.74,0.65,0.78,0.44
jaxen.csv,0.56,0.37,0.99,0.54,0.47,0.54,0.55,0.76,0.87,0.83,0.56,0.8,0.48,0.53,0.43,0.83,0.48,0.93,0.59,0.4
jsr308-langtools.csv,0.5,0.35,0.49,0.31,0.48,0.49,0.47,0.52,0.44,0.62,0.63,0.46,0.75,0.37,0.34,0.45,0.48,0.67,0.52,0.47
jvcl.csv,0.0,0.0,0.0,0.93,0.0,0.88,0.93,0.0,0.8,0.9,0.96,0.93,0.0,0.67,0.75,0.86,0.89,0.83,0.0,0.5
kaffeine.csv,0.37,0.33,0.51,0.32,0.4,0.51,0.47,0.63,0.53,0.37,0.44,0.79,0.4,0.35,0.7,0.37,0.47,0.53,0.48,0.38
m-m-m.csv,0.4,0.62,0.52,0.31,0.41,0.43,0.38,0.63,0.44,0.43,0.4,0.41,0.43,0.43,0.35,0.37,0.39,0.4,0.46,0.31
motu.csv,0.52,0.32,0.51,0.36,0.83,0.88,0.5,0.43,0.48,0.67,0.48,0.91,0.6,0.35,0.75,0.77,0.71,0.86,0.75,0.42
nh3d.csv,0.5,0.0,0.75,0.96,0.89,0.82,0.94,0.88,0.94,0.58,0.97,0.96,0.9,0.57,0.6,0.61,0.93,0.92,0.92,0.92
sarasvati.csv,0.8,0.75,0.8,0.32,0.75,0.91,0.8,0.71,0.67,0.0,0.98,0.69,0.5,0.47,0.8,0.73,0.92,0.5,0.92,0.88
taokgame.csv,0.79,0.0,0.0,0.92,0.83,0.95,0.92,0.0,0.9,0.92,0.89,0.83,0.67,0.89,0.88,0.75,0.95,0.8,0.89,0.0
wgs-assembler.csv,0.92,0.67,0.97,0.69,0.83,0.78,0.77,0.0,0.94,0.45,0.98,0.92,0.87,0.65,0.64,0.52,0.58,0.92,0.91,0.61
