,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,72.0,0.0,4.0,14.0,0.0,5.0,2.0,0.0,3.0,61.0,6.0,22.0,3.0,0.0,12.0,0.0,0.0,9.0,1.0,103.0
blogentis.csv,9.0,7.0,0.0,28.0,0.0,62.0,0.0,0.0,91.0,32.0,15.0,25.0,2.0,7.0,6.0,10.0,2.0,3.0,15.0,24.0
carabiner.csv,72.0,3.0,136.0,10.0,0.0,14.0,1.0,1.0,1.0,24.0,12.0,33.0,31.0,6.0,10.0,0.0,18.0,0.0,3.0,35.0
continuum-ide.csv,72.0,2.0,139.0,5.0,1.0,17.0,0.0,0.0,4.0,14.0,4.0,16.0,2.0,0.0,0.0,11.0,5.0,0.0,1.0,103.0
emulemorph.csv,72.0,1.0,355.0,20.0,59.0,169.0,9.0,60.0,0.0,61.0,276.0,86.0,0.0,49.0,55.0,58.0,128.0,3.0,139.0,103.0
free-evolution.csv,20.0,2.0,0.0,5.0,0.0,6.0,11.0,0.0,0.0,61.0,4.0,3.0,25.0,1.0,5.0,6.0,2.0,7.0,0.0,103.0
gtad.csv,0.0,0.0,355.0,158.0,0.0,1.0,3.0,60.0,91.0,4.0,0.0,2.0,1.0,1.0,7.0,2.0,2.0,0.0,1.0,103.0
htmlunit.csv,45.0,1.0,15.0,2.0,0.0,19.0,1.0,0.0,0.0,45.0,0.0,5.0,18.0,2.0,1.0,13.0,13.0,8.0,16.0,103.0
jaxen.csv,35.0,5.0,0.0,8.0,0.0,27.0,9.0,0.0,2.0,61.0,51.0,0.0,1.0,9.0,16.0,1.0,6.0,3.0,14.0,103.0
jsr308-langtools.csv,17.0,1.0,102.0,10.0,2.0,2.0,5.0,0.0,13.0,61.0,1.0,26.0,32.0,0.0,6.0,5.0,0.0,0.0,3.0,103.0
jvcl.csv,72.0,108.0,355.0,0.0,59.0,169.0,92.0,60.0,1.0,61.0,14.0,13.0,109.0,1.0,1.0,58.0,15.0,5.0,139.0,103.0
kaffeine.csv,48.0,7.0,0.0,23.0,0.0,5.0,8.0,0.0,12.0,59.0,15.0,7.0,36.0,4.0,7.0,7.0,5.0,6.0,16.0,60.0
m-m-m.csv,51.0,2.0,0.0,10.0,0.0,16.0,15.0,0.0,10.0,41.0,26.0,68.0,2.0,11.0,9.0,5.0,7.0,8.0,15.0,82.0
motu.csv,12.0,2.0,0.0,20.0,1.0,6.0,5.0,0.0,91.0,2.0,2.0,5.0,109.0,0.0,1.0,0.0,1.0,3.0,139.0,33.0
nh3d.csv,72.0,108.0,0.0,10.0,0.0,27.0,3.0,0.0,2.0,25.0,6.0,18.0,12.0,5.0,5.0,4.0,4.0,5.0,2.0,103.0
sarasvati.csv,1.0,1.0,355.0,9.0,0.0,0.0,0.0,0.0,0.0,61.0,3.0,15.0,109.0,0.0,0.0,3.0,0.0,72.0,0.0,103.0
taokgame.csv,13.0,108.0,355.0,0.0,1.0,0.0,4.0,0.0,0.0,61.0,7.0,4.0,109.0,4.0,3.0,3.0,0.0,72.0,2.0,103.0
wgs-assembler.csv,72.0,0.0,0.0,7.0,3.0,7.0,13.0,0.0,2.0,39.0,5.0,7.0,109.0,2.0,2.0,5.0,9.0,6.0,3.0,103.0
