,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.44,0.97,0.55,0.8,0.45,0.51,0.62,0.46,0.57,0.42,0.64
aztec.csv,0.62,0.95,0.78,0.58,0.43,0.88,0.84,0.83,0.86,0.81,0.48
bl-toolkit.csv,0.47,0.85,0.6,0.86,0.42,0.54,0.53,0.67,0.76,0.39,0.38
clamav.csv,0.57,0.47,0.35,0.52,0.47,0.52,0.66,0.47,0.48,0.54,0.51
fm-classic.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kml.csv,0.64,0.57,0.6,0.69,0.46,0.43,0.59,0.53,0.58,0.51,0.39
lufa-lib.csv,0.65,0.99,0.91,0.57,0.59,0.59,0.75,0.96,0.73,0.42,0.71
mplayer-ce.csv,0.47,0.44,0.33,0.44,0.41,0.47,0.59,0.45,0.43,0.32,0.59
qmmp.csv,0.55,0.67,0.34,0.83,0.45,0.46,0.58,0.52,0.59,0.34,0.37
xapian.csv,0.61,0.76,0.35,0.68,0.7,0.57,0.71,0.78,0.83,0.41,0.67
xtreemfs.csv,0.61,0.98,0.38,0.8,0.55,0.44,0.52,0.57,0.67,0.34,0.48
