,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.73,0.16,0.06,0.4,0.68,0.99,0.57,0.58,0.38,0.91,0.59
aztec.csv,0.71,0.95,0.11,0.42,0.71,0.55,0.41,0.83,0.29,0.86,0.46
bl-toolkit.csv,1.0,0.15,0.12,0.5,0.52,0.56,0.39,0.67,0.32,0.9,0.45
clamav.csv,0.76,0.1,0.05,0.95,0.59,0.57,0.52,0.66,0.26,0.79,0.48
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kml.csv,0.88,0.09,0.05,0.56,1.0,0.69,0.49,0.75,0.42,0.8,0.47
lufa-lib.csv,0.85,0.15,0.0,0.43,0.5,0.59,1.0,0.65,0.21,0.93,0.43
mplayer-ce.csv,0.69,0.06,0.03,0.33,0.43,0.55,0.41,0.47,0.21,0.85,0.99
qmmp.csv,0.84,0.14,0.06,0.5,0.53,0.61,0.48,0.98,0.38,0.87,0.45
xapian.csv,0.86,0.08,0.07,0.4,0.53,0.73,0.45,0.69,1.0,0.93,0.53
xtreemfs.csv,0.85,0.25,0.03,0.6,0.77,0.65,0.48,0.8,0.5,0.99,0.5
