,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.6,0.25,0.64,0.34,0.61,0.99,0.46,0.59,0.57,0.7,0.43
aztec.csv,0.34,0.9,0.69,0.44,0.7,0.31,0.31,0.1,0.1,0.26,0.56
bl-toolkit.csv,0.98,0.68,0.91,0.39,0.55,0.56,0.09,0.61,0.46,0.72,0.05
clamav.csv,0.36,0.58,0.61,0.99,0.57,0.42,0.45,0.53,0.59,0.41,0.5
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
kml.csv,0.49,0.33,0.37,0.49,0.98,0.69,0.65,0.63,0.61,0.41,0.56
lufa-lib.csv,0.48,0.5,0.0,0.59,0.49,0.46,0.98,0.28,0.31,0.74,0.31
mplayer-ce.csv,0.32,0.25,0.37,0.35,0.28,0.48,0.49,0.2,0.23,0.46,0.97
qmmp.csv,0.56,0.57,0.64,0.34,0.62,0.62,0.55,0.97,0.57,0.65,0.13
xapian.csv,0.52,0.29,0.75,0.51,0.47,0.57,0.47,0.4,0.93,0.74,0.39
xtreemfs.csv,0.59,0.51,0.35,0.18,0.52,0.68,0.45,0.43,0.51,0.99,0.48
