,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.0,7.0,18.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
aztec.csv,2.0,0.0,4.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
bl-toolkit.csv,0.0,25.0,6.0,2.0,3.0,1.0,11.0,1.0,2.0,1.0,0.0
clamav.csv,2.0,13.0,22.0,0.0,6.0,0.0,0.0,4.0,0.0,3.0,2.0
fm-classic.csv,71.0,318.0,0.0,55.0,74.0,0.0,293.0,124.0,113.0,384.0,627.0
kml.csv,0.0,1.0,13.0,2.0,0.0,0.0,6.0,1.0,3.0,4.0,1.0
lufa-lib.csv,2.0,26.0,70.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.0,70.0,24.0,12.0,2.0,1.0,10.0,2.0,1.0,4.0,0.0
qmmp.csv,2.0,13.0,19.0,1.0,3.0,1.0,11.0,0.0,2.0,3.0,0.0
xapian.csv,1.0,11.0,10.0,8.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
xtreemfs.csv,1.0,3.0,28.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
