,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.67,1.0,0.63,0.6
ngl.csv,0.54,0.42,0.99,0.39
qmmp.csv,0.47,0.59,0.6,0.99
quarkplusplus.csv,0.96,0.54,0.63,0.55
