,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.52,0.51,0.45,0.45
ngl.csv,0.72,0.67,0.57,0.62
qmmp.csv,0.47,0.53,0.45,0.53
quarkplusplus.csv,0.67,0.55,0.6,0.52
