,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.7,0.43,0.17,0.41,0.85,0.33,0.2,0.45,0.27,0.39,0.26,0.53,0.59,1.0,0.53
fmri-dmt.csv,0.04,0.18,0.0,0.0,0.0,0.0,0.86,0.05,0.0,0.0,0.0,0.04,0.02,0.65,0.0
ftm.csv,0.53,0.05,0.43,0.56,0.93,0.0,0.38,0.27,0.56,0.14,0.3,0.39,0.98,0.0,0.44
fulguro.csv,0.25,0.3,0.0,0.05,0.97,0.0,0.2,0.18,0.18,0.0,0.0,0.21,0.13,0.11,0.77
gss.csv,0.66,0.4,0.68,0.72,0.65,0.62,0.56,0.65,0.63,0.56,0.98,0.67,0.62,0.05,0.6
illumination.csv,0.1,0.0,0.52,0.51,0.0,0.39,0.2,0.57,0.57,0.85,0.63,0.04,0.29,0.3,0.31
ldview.csv,0.35,0.58,1.0,0.54,0.0,0.46,0.2,0.55,0.5,0.33,0.35,0.36,0.37,0.07,0.31
monetdb.csv,0.69,0.59,0.62,0.95,0.91,0.46,0.53,0.31,0.5,0.43,0.38,0.45,0.54,0.42,0.39
netatalk.csv,0.53,0.68,0.37,0.56,0.0,0.94,0.68,0.18,0.59,0.33,0.35,0.42,0.48,0.27,0.39
olex2.csv,0.58,0.3,0.37,0.55,0.83,0.0,0.64,0.35,0.65,0.33,0.52,0.98,0.61,0.37,0.64
qpe.csv,0.93,0.0,0.36,0.47,0.0,0.32,0.35,0.56,0.41,0.56,0.2,0.2,0.37,0.2,0.3
quark.csv,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.93,0.0,0.04,0.02,0.24,0.11,0.0
sepgsql.csv,0.04,0.91,0.0,0.07,0.0,0.0,0.0,0.27,0.0,0.0,0.04,0.06,0.0,0.0,0.11
synergyspace.csv,0.58,0.5,0.42,0.32,0.94,0.09,0.63,1.0,0.37,0.28,0.2,0.31,0.52,0.42,0.21
