,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.0,54.0,0.0,2.0,36.0,2.0,20.0,8.0,8.0,1.0,2.0,3.0,0.0,0.0,6.0
fmri-dmt.csv,13.0,62.0,57.0,145.0,117.0,51.0,0.0,0.0,64.0,81.0,49.0,1.0,1.0,0.0,89.0
ftm.csv,17.0,47.0,0.0,1.0,28.0,51.0,6.0,1.0,10.0,7.0,3.0,4.0,0.0,131.0,22.0
fulguro.csv,13.0,15.0,57.0,4.0,6.0,51.0,5.0,3.0,0.0,81.0,49.0,0.0,2.0,0.0,0.0
gss.csv,0.0,26.0,0.0,2.0,64.0,8.0,1.0,0.0,5.0,6.0,0.0,2.0,3.0,3.0,1.0
illumination.csv,69.0,584.0,0.0,2.0,117.0,6.0,11.0,1.0,12.0,0.0,0.0,3.0,6.0,3.0,3.0
ldview.csv,0.0,50.0,0.0,3.0,117.0,3.0,16.0,1.0,13.0,2.0,2.0,3.0,0.0,5.0,1.0
monetdb.csv,20.0,21.0,0.0,0.0,19.0,1.0,6.0,5.0,16.0,5.0,2.0,10.0,4.0,3.0,3.0
netatalk.csv,9.0,4.0,1.0,1.0,117.0,0.0,3.0,6.0,4.0,4.0,0.0,1.0,1.0,6.0,0.0
olex2.csv,25.0,3.0,1.0,1.0,40.0,51.0,7.0,3.0,6.0,10.0,2.0,0.0,0.0,21.0,0.0
qpe.csv,0.0,584.0,0.0,2.0,117.0,10.0,6.0,1.0,17.0,3.0,0.0,3.0,1.0,0.0,3.0
quark.csv,499.0,584.0,57.0,0.0,117.0,51.0,67.0,125.0,0.0,81.0,0.0,1.0,3.0,1.0,89.0
sepgsql.csv,1.0,0.0,57.0,0.0,117.0,51.0,67.0,0.0,64.0,81.0,0.0,1.0,131.0,131.0,7.0
synergyspace.csv,41.0,54.0,0.0,9.0,17.0,0.0,6.0,0.0,16.0,4.0,0.0,1.0,1.0,1.0,2.0
