,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.0,1.0,3.0,18.0,1.0,2.0,1.0,0.0,0.0
ikvm.csv,3.0,0.0,3.0,39.0,0.0,0.0,0.0,3.0,3.0
lazarus-ccr.csv,0.0,2.0,0.0,80.0,3.0,0.0,3.0,2.0,1.0
les-indemodables.csv,1.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0
metacosm.csv,0.0,1.0,1.0,33.0,1.0,1.0,0.0,1.0,0.0
micomt.csv,2.0,0.0,1.0,12.0,0.0,0.0,0.0,49.0,4.0
ontomorphtab.csv,3.0,0.0,0.0,97.0,3.0,0.0,5.0,2.0,1.0
tradelink.csv,0.0,51.0,1.0,7.0,1.0,0.0,0.0,49.0,1.0
xuggle.csv,4.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0
