,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.39,0.63,0.43,0.53,0.88,0.71,0.73,0.0,0.45
ikvm.csv,0.71,0.0,0.57,0.41,0.66,0.03,0.55,0.67,0.29
lazarus-ccr.csv,0.04,0.53,0.24,0.85,0.83,1.0,0.71,0.83,0.68
les-indemodables.csv,0.46,0.47,0.19,0.19,0.07,0.02,0.25,0.0,0.06
metacosm.csv,0.43,0.47,0.14,0.26,0.39,0.08,0.4,0.33,0.0
micomt.csv,0.39,0.4,0.86,0.04,0.0,0.23,0.17,0.67,0.29
ontomorphtab.csv,0.29,0.37,0.0,0.82,0.73,0.83,0.78,0.5,0.68
tradelink.csv,0.21,0.0,0.19,0.08,0.19,0.03,0.0,0.0,0.03
xuggle.csv,0.46,0.07,0.67,0.0,0.08,0.66,0.6,0.5,0.19
