,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,2.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,13.0,1.0
crux-framework.csv,105.0,155.0,411.0,70.0,82.0,116.0,99.0,135.0,168.0,95.0,153.0,342.0,0.0,57.0
etherboot.csv,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,5.0,2.0
freebios.csv,0.0,8.0,104.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,23.0,4.0
gebr.csv,5.0,34.0,76.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,42.0,3.0
gnukeda.csv,8.0,4.0,6.0,0.0,8.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,35.0,1.0
google-gears.csv,0.0,12.0,69.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,12.0,0.0
gstreamer.csv,3.0,19.0,40.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,2.0
jnode.csv,105.0,155.0,0.0,1.0,82.0,116.0,1.0,0.0,1.0,95.0,0.0,1.0,111.0,57.0
metacosm.csv,4.0,2.0,68.0,0.0,4.0,2.0,3.0,0.0,0.0,8.0,0.0,0.0,25.0,0.0
openmeetings.csv,6.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,3.0
pgui.csv,0.0,33.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,17.0,4.0
tradelink.csv,0.0,9.0,21.0,1.0,0.0,5.0,0.0,135.0,3.0,0.0,0.0,4.0,18.0,57.0
wxcrp.csv,0.0,42.0,1.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,55.0,3.0
