,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.07,0.06,0.2,0.03,0.11,0.0,0.04,0.0,0.1,0.16,0.08,0.11,0.19,0.06
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etherboot.csv,0.13,0.05,0.11,0.12,0.0,0.11,0.14,0.37,0.3,0.04,0.05,0.23,0.14,0.06
freebios.csv,0.31,0.09,0.29,0.62,0.52,0.15,0.04,0.68,0.26,0.48,0.46,0.56,0.42,0.19
gebr.csv,0.83,0.92,0.69,0.56,0.67,0.71,0.86,0.03,0.82,0.75,0.57,0.72,0.72,0.74
gnukeda.csv,0.56,0.26,0.6,0.0,0.57,0.44,0.39,0.11,0.48,0.4,0.32,0.24,0.66,0.58
google-gears.csv,0.75,0.29,0.29,0.62,0.66,0.8,0.82,0.66,0.71,0.65,0.05,0.38,0.38,0.42
gstreamer.csv,0.48,0.31,0.48,0.22,0.38,0.75,0.39,0.47,0.47,0.44,0.35,0.0,0.62,0.55
jnode.csv,0.0,0.01,0.0,0.06,0.0,0.0,0.02,0.0,0.01,0.03,0.0,0.01,0.0,0.0
metacosm.csv,0.21,0.08,0.24,0.06,0.16,0.38,0.06,0.0,0.38,0.26,0.11,0.11,0.32,0.0
openmeetings.csv,0.24,0.0,0.22,0.47,0.05,0.11,0.04,0.0,0.19,0.26,0.38,0.2,0.17,0.13
pgui.csv,0.47,0.29,0.28,0.47,0.36,0.39,0.2,0.66,0.0,0.27,0.59,0.24,0.28,0.29
tradelink.csv,0.05,0.07,0.07,0.16,0.02,0.78,0.04,0.0,0.42,0.0,0.08,0.47,0.18,0.06
wxcrp.csv,0.0,0.81,0.85,0.09,0.2,0.32,0.02,0.16,0.52,0.32,0.14,0.37,0.85,0.39
