,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,98.5,97.5,197.5,99.0,297.0,290.5,99.0,192.0
javagroups.csv,95.5,371.5,196.5,95.5,197.5,196.0,83.5,192.0
jrefactory.csv,98.5,240.5,378.0,553.0,396.0,290.5,99.0,94.5
logicmail.csv,98.5,97.5,197.5,99.0,297.0,196.0,99.0,192.0
nodal.csv,98.5,833.5,196.5,193.0,293.0,93.5,0.0,192.0
soar.csv,98.5,93.5,196.5,291.5,396.0,196.0,99.0,192.0
taverna.csv,95.5,94.5,197.5,291.5,296.5,196.0,97.5,94.5
web-cat.csv,98.5,97.5,197.5,99.0,297.0,196.0,99.0,94.5
