,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.5,0.12,0.54,0.6,0.3,0.49,1.0,0.64,0.63,0.44,0.43,0.21,0.62,0.4,0.44,0.34,0.32,0.36
doomlegacy.csv,0.54,0.0,0.55,0.49,0.44,0.43,0.48,0.28,0.4,0.4,0.47,0.19,1.0,0.35,0.55,0.31,0.3,0.34
elmo.csv,0.02,1.0,0.0,0.21,0.02,0.05,0.11,0.03,0.04,0.0,0.06,0.0,0.05,0.0,0.0,0.02,0.24,0.05
geochat.csv,0.14,0.29,0.26,0.23,0.35,0.38,0.43,0.44,0.41,0.39,0.26,0.17,0.64,0.29,0.38,0.15,0.49,0.95
gpac.csv,0.46,0.15,0.45,0.59,0.44,0.5,0.53,0.97,0.42,0.41,0.54,0.24,0.52,0.25,0.5,0.27,0.21,0.33
illumination.csv,0.06,0.17,0.19,0.39,0.07,0.14,0.22,0.54,0.62,0.0,0.3,0.0,0.45,0.87,0.09,0.18,0.49,0.25
ktc.csv,0.99,0.0,0.51,0.31,0.5,0.48,0.52,0.47,0.51,0.12,0.51,0.29,0.61,0.34,0.51,0.36,0.52,0.18
neoengine.csv,0.56,0.13,0.99,0.72,0.48,0.48,0.56,0.7,0.64,0.46,0.57,0.2,0.82,0.37,0.44,0.36,0.54,0.34
nicepress.csv,0.53,0.05,0.47,0.08,0.54,0.97,0.2,0.45,0.47,0.0,0.37,0.26,0.48,0.22,0.39,0.2,0.44,0.22
omseek.csv,0.46,0.0,0.22,0.21,0.25,0.32,0.39,0.09,0.16,0.39,0.41,0.95,0.2,0.12,0.0,0.28,0.53,0.3
open-ms.csv,0.4,0.15,0.25,0.5,0.34,0.39,0.17,0.2,0.31,0.42,0.38,0.13,0.57,0.06,0.09,0.95,0.52,0.26
pi-qmc.csv,0.56,0.09,0.52,0.44,0.54,0.38,0.39,0.6,0.4,0.32,0.54,0.25,0.52,0.29,0.98,0.41,0.38,0.21
rosegarden.csv,0.59,0.11,0.47,0.53,0.98,0.42,0.29,0.46,0.39,0.29,0.58,0.31,0.52,0.0,0.44,0.33,0.6,0.32
smarttag.csv,0.33,0.14,0.4,0.38,0.31,0.25,0.43,0.7,0.55,0.92,0.4,0.18,0.34,0.36,0.2,0.27,0.41,0.29
sylpheed-claws.csv,0.63,0.06,0.5,0.59,0.45,0.41,0.62,0.49,1.0,0.33,0.45,0.25,0.61,0.36,0.4,0.36,0.5,0.38
tango-cs.csv,0.53,0.2,0.53,0.41,0.45,0.46,0.44,0.42,0.39,0.42,0.66,0.18,0.54,0.18,0.58,0.33,0.97,0.3
xemeiah.csv,0.68,0.12,0.57,0.43,0.58,0.51,0.55,0.52,0.57,0.19,0.98,0.28,0.68,0.29,0.57,0.4,0.56,0.31
zscreen.csv,0.69,0.14,0.58,0.98,0.5,0.61,0.64,0.68,0.58,0.44,0.62,0.21,0.61,0.26,0.6,0.37,0.59,0.39
