,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.51,0.43,0.61,0.54,0.38,0.57,1.0,0.46,0.65,0.62,0.42,0.5,0.52,0.66,0.53,0.59,0.34,0.54
doomlegacy.csv,0.61,0.0,0.63,0.43,0.58,0.46,0.43,0.23,0.38,0.41,0.48,0.54,1.0,0.58,0.76,0.5,0.31,0.41
elmo.csv,0.01,1.0,0.0,0.16,0.01,0.04,0.07,0.02,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.01,0.16,0.04
geochat.csv,0.12,0.45,0.26,0.16,0.42,0.35,0.36,0.41,0.39,0.0,0.21,0.31,0.51,0.33,0.37,0.19,0.56,0.92
gpac.csv,0.45,0.44,0.43,0.51,0.48,0.58,0.46,0.96,0.38,0.59,0.56,0.49,0.43,0.38,0.46,0.38,0.19,0.44
illumination.csv,0.04,0.69,0.15,0.33,0.05,0.13,0.16,0.5,0.63,0.0,0.26,0.0,0.36,0.8,0.06,0.19,0.54,0.41
ktc.csv,0.99,0.0,0.5,0.24,0.5,0.47,0.48,0.4,0.45,0.17,0.42,0.44,0.5,0.4,0.46,0.41,0.59,0.2
neoengine.csv,0.57,0.0,0.98,0.0,0.66,0.32,0.5,0.38,0.21,0.65,0.56,0.5,0.39,0.6,0.27,0.61,0.6,0.55
nicepress.csv,0.46,0.23,0.41,0.05,0.58,0.97,0.15,0.4,0.48,0.0,0.31,0.35,0.38,0.28,0.32,0.21,0.49,0.16
omseek.csv,0.42,0.0,0.15,0.16,0.24,0.26,0.32,0.06,0.13,0.56,0.4,0.93,0.13,0.14,0.0,0.42,0.6,0.48
open-ms.csv,0.41,0.61,0.29,0.41,0.3,0.43,0.12,0.14,0.29,0.0,0.39,0.4,0.46,0.07,0.11,0.93,0.6,0.4
pi-qmc.csv,0.58,0.28,0.58,0.35,0.62,0.35,0.32,0.56,0.4,0.4,0.54,0.55,0.42,0.44,0.96,0.52,0.42,0.24
rosegarden.csv,0.55,0.24,0.45,0.45,0.96,0.51,0.21,0.42,0.33,0.39,0.59,0.44,0.43,0.0,0.37,0.41,0.61,0.48
smarttag.csv,0.35,0.36,0.37,0.3,0.41,0.22,0.36,0.0,0.51,0.88,0.42,0.37,0.25,0.55,0.17,0.38,0.4,0.37
sylpheed-claws.csv,0.67,0.23,0.55,0.51,0.54,0.4,0.58,0.46,0.99,0.4,0.41,0.49,0.51,0.55,0.37,0.56,0.57,0.5
tango-cs.csv,0.58,0.61,0.61,0.34,0.54,0.58,0.35,0.36,0.37,0.57,0.69,0.47,0.44,0.27,0.67,0.54,0.98,0.37
xemeiah.csv,0.7,0.24,0.61,0.33,0.64,0.56,0.48,0.48,0.55,0.24,0.99,0.55,0.59,0.39,0.59,0.63,0.63,0.37
zscreen.csv,0.77,0.57,0.68,0.99,0.64,0.72,0.56,0.48,0.57,0.51,0.66,0.59,0.52,0.43,0.6,0.61,0.67,0.62
