,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.48,0.4,0.61,0.52,0.35,0.56,1.0,0.8,0.71,0.64,0.39,0.48,0.5,0.71,0.5,0.62,0.31,0.53
doomlegacy.csv,0.65,0.0,0.77,0.43,0.58,0.42,0.4,0.2,0.35,0.36,0.46,0.58,1.0,0.59,0.91,0.49,0.27,0.37
elmo.csv,0.01,1.0,0.0,0.13,0.01,0.03,0.06,0.02,0.02,0.0,0.03,0.0,0.02,0.0,0.0,0.01,0.13,0.03
geochat.csv,0.1,0.4,0.22,0.13,0.38,0.31,0.32,0.39,0.35,0.93,0.18,0.27,0.57,0.29,0.32,0.16,0.62,0.9
gpac.csv,0.41,0.4,0.38,0.46,0.44,0.56,0.42,0.96,0.34,0.71,0.55,0.45,0.39,0.35,0.41,0.34,0.16,0.4
illumination.csv,0.03,0.8,0.12,0.3,0.04,0.11,0.13,0.57,0.64,0.0,0.22,0.0,0.32,0.76,0.05,0.16,0.53,0.4
ktc.csv,0.99,0.0,0.46,0.2,0.45,0.42,0.45,0.36,0.41,0.14,0.37,0.39,0.46,0.35,0.41,0.36,0.62,0.17
neoengine.csv,0.8,1.0,0.97,0.89,0.72,0.86,0.46,0.95,0.95,0.86,0.73,0.85,0.89,0.88,0.95,0.79,0.62,0.63
nicepress.csv,0.41,0.2,0.36,0.04,0.54,0.97,0.12,0.36,0.51,0.0,0.27,0.3,0.34,0.24,0.27,0.18,0.49,0.13
omseek.csv,0.37,0.0,0.12,0.13,0.2,0.22,0.28,0.05,0.11,0.57,0.36,0.91,0.11,0.12,0.0,0.39,0.71,0.47
open-ms.csv,0.37,0.8,0.27,0.48,0.26,0.39,0.1,0.12,0.26,1.0,0.36,0.39,0.48,0.06,0.09,0.91,0.67,0.37
pi-qmc.csv,0.55,0.6,0.57,0.3,0.6,0.31,0.28,0.68,0.38,0.36,0.52,0.52,0.38,0.41,0.95,0.48,0.4,0.2
rosegarden.csv,0.5,0.2,0.4,0.5,0.95,0.5,0.18,0.38,0.29,0.36,0.57,0.39,0.39,0.0,0.32,0.37,0.58,0.47
smarttag.csv,0.32,1.0,0.33,0.26,0.38,0.19,0.32,0.98,0.68,0.86,0.42,0.33,0.21,0.53,0.14,0.34,0.36,0.33
sylpheed-claws.csv,0.66,0.2,0.52,0.46,0.51,0.36,0.57,0.43,0.99,0.36,0.37,0.45,0.5,0.53,0.32,0.55,0.6,0.47
tango-cs.csv,0.57,0.6,0.62,0.3,0.51,0.64,0.31,0.32,0.34,0.57,0.82,0.45,0.41,0.24,0.64,0.54,0.98,0.33
xemeiah.csv,0.69,0.2,0.59,0.28,0.61,0.53,0.43,0.45,0.52,0.21,0.99,0.52,0.56,0.35,0.55,0.64,0.76,0.33
zscreen.csv,0.83,0.6,0.74,1.0,0.64,0.75,0.73,0.88,0.54,0.93,0.72,0.64,0.48,0.41,0.55,0.64,0.76,0.73
