,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.6,0.72,0.56,0.6,0.75,0.58,0.0,0.85,0.59,0.58,0.7,0.65,0.61,0.56,0.58,0.64,0.8,0.63
doomlegacy.csv,0.62,1.02,0.67,0.82,0.59,0.64,0.69,0.84,0.75,0.66,0.7,0.71,0.0,0.62,0.56,0.67,0.81,0.68
elmo.csv,0.99,0.0,1.0,0.89,0.99,0.97,0.94,0.98,0.98,1.0,0.97,1.0,0.97,1.0,1.0,0.99,0.87,0.97
geochat.csv,0.93,0.61,0.83,0.87,0.69,0.71,0.71,0.78,0.72,1.0,0.84,0.76,0.78,0.73,0.7,0.88,0.7,0.1
gpac.csv,0.64,0.67,0.65,0.56,0.6,0.56,0.61,0.04,0.7,0.7,0.61,0.62,0.69,0.75,0.6,0.72,0.87,0.68
illumination.csv,0.97,0.59,0.89,0.83,0.96,0.93,0.88,0.79,0.54,1.0,0.81,1.01,0.76,0.24,0.95,0.86,0.63,0.81
ktc.csv,0.01,1.0,0.58,0.81,0.57,0.61,0.65,0.68,0.62,0.95,0.63,0.63,0.57,0.67,0.6,0.66,0.63,0.86
neoengine.csv,0.76,1.0,0.03,1.01,0.58,0.92,0.59,0.9,0.95,0.68,0.75,0.82,0.89,0.75,0.93,0.71,0.59,0.73
nicepress.csv,0.6,0.95,0.65,0.96,0.49,0.03,0.88,0.7,0.79,1.03,0.75,0.71,0.69,0.8,0.73,0.84,0.71,0.87
omseek.csv,0.65,1.0,0.88,0.9,0.81,0.78,0.75,0.96,0.92,0.65,0.72,0.09,0.89,0.9,1.0,0.71,0.69,0.73
open-ms.csv,0.71,0.72,0.91,0.91,0.75,0.68,0.91,0.88,0.84,1.0,0.78,0.83,0.81,0.98,0.98,0.09,0.67,0.78
pi-qmc.csv,0.53,0.99,0.57,0.7,0.47,0.71,0.75,0.75,0.79,0.71,0.6,0.58,0.67,0.69,0.05,0.56,0.77,0.83
rosegarden.csv,0.51,0.82,0.62,0.83,0.05,0.67,0.83,0.69,0.73,0.75,0.54,0.62,0.69,1.0,0.68,0.67,0.48,0.7
smarttag.csv,0.81,0.9,0.7,0.77,0.75,0.82,0.71,1.0,0.8,0.14,0.81,0.73,0.8,0.6,0.87,0.73,0.7,0.73
sylpheed-claws.csv,0.45,0.88,0.58,0.56,0.57,0.67,0.55,0.69,0.01,0.7,0.68,0.61,0.65,0.6,0.69,0.6,0.67,0.61
tango-cs.csv,0.58,0.52,0.57,0.77,0.57,0.7,0.7,0.73,0.77,0.59,0.6,0.69,0.68,0.85,0.42,0.63,0.04,0.72
xemeiah.csv,0.39,0.82,0.5,0.72,0.44,0.55,0.6,0.65,0.56,0.86,0.03,0.55,0.51,0.71,0.48,0.54,0.67,0.71
zscreen.csv,0.43,0.65,0.54,0.07,0.52,0.45,0.76,0.84,0.54,0.82,0.57,0.65,0.57,0.75,0.47,0.59,0.59,0.67
