,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.65,0.76,0.94,0.61,0.67,0.77,0.74,0.74,0.78,0.64,0.73,0.79,0.71,0.82,0.57,0.77,0.03,0.87
buddata-ebxml-registry.csv,1.0,0.81,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,1.0,1.0,0.0
co-ode-owl-plugins.csv,0.68,0.74,0.85,0.68,0.72,0.73,0.8,0.67,0.95,0.0,0.54,0.9,0.91,1.0,0.86,0.88,0.87,0.82
firebreath.csv,0.93,0.87,0.84,0.65,0.86,0.66,0.85,0.02,0.84,1.03,0.88,0.77,0.96,0.97,0.86,0.71,0.74,1.01
gretl.csv,0.84,0.83,0.75,0.7,0.71,0.7,0.67,0.82,0.76,0.64,0.87,0.89,0.72,0.86,0.07,0.65,0.73,0.58
konversation.csv,0.88,0.97,0.91,0.0,0.83,0.71,0.89,0.98,0.9,0.94,0.93,0.93,1.0,0.95,0.91,1.0,0.86,0.93
lazarus-ccr.csv,0.05,0.63,0.73,0.87,0.91,0.73,0.7,0.91,0.64,0.45,0.83,0.55,0.65,0.75,1.0,0.87,0.75,0.44
linuxsh.csv,1.0,0.75,0.0,0.43,0.91,0.61,0.65,0.72,0.89,0.84,0.6,0.64,0.77,1.0,0.91,0.91,0.89,0.7
migen.csv,0.71,0.83,0.91,0.53,0.67,0.6,0.04,0.71,0.85,0.81,0.69,0.7,0.74,0.94,0.65,0.77,0.87,0.92
moviesandbox.csv,0.69,0.52,0.57,0.4,0.54,0.0,0.56,0.63,0.91,0.46,0.49,0.58,0.71,0.96,0.65,0.73,0.76,0.64
mvnforum.csv,0.74,0.74,0.59,0.87,0.69,0.75,0.81,0.73,0.94,0.9,0.88,0.59,0.11,0.92,0.87,0.91,0.89,0.75
ontomorphtab.csv,0.86,0.06,0.67,0.54,0.53,0.56,0.55,0.63,0.64,0.69,0.65,0.57,0.67,0.82,0.69,0.59,0.87,0.45
opengs.csv,0.69,0.56,0.83,0.43,0.66,0.53,0.5,0.72,0.91,0.97,0.02,0.64,0.62,1.0,0.69,0.67,0.67,0.86
plplot.csv,0.89,0.61,0.95,0.39,0.47,0.53,0.59,0.56,0.6,0.81,0.74,0.7,0.81,0.72,1.0,0.14,0.89,0.7
scite-ru.csv,0.69,0.96,0.82,0.78,0.77,0.59,0.89,0.79,0.14,0.74,0.78,0.9,0.95,0.82,0.82,0.61,0.96,1.02
tokratan.csv,0.62,0.97,0.82,0.92,0.87,0.85,0.86,0.86,0.91,0.94,0.96,0.13,1.0,0.94,0.83,0.82,0.88,0.96
vrjuggler.csv,0.65,0.92,1.0,0.64,0.79,0.98,0.68,0.83,0.74,0.87,0.72,0.63,0.77,0.06,0.99,0.89,0.98,0.85
xuggle.csv,0.72,0.9,0.88,0.58,0.02,0.79,0.77,0.85,0.75,0.71,0.57,0.86,0.81,0.9,0.92,0.93,0.86,1.03
