,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,2.0,2.0,14.0,13.0,94.0,2.0,3.0,5.0,10.0,5.0,1.0,35.0,1.0,3.0,1.0,4.0,0.0,0.0
buddata-ebxml-registry.csv,5.0,1.0,4.0,22.0,114.0,2.0,2.0,3.0,9.0,10.0,2.0,19.0,1.0,14.0,2.0,9.0,1.0,0.0
co-ode-owl-plugins.csv,2.0,3.0,10.0,12.0,13.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,7.0,74.0,0.0,4.0,1.0,0.0
firebreath.csv,5.0,1.0,2.0,18.0,97.0,2.0,2.0,0.0,5.0,14.0,2.0,38.0,1.0,14.0,2.0,9.0,1.0,0.0
gretl.csv,4.0,1.0,20.0,9.0,86.0,1.0,2.0,1.0,8.0,5.0,2.0,17.0,1.0,6.0,0.0,4.0,0.0,0.0
konversation.csv,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,61.0,5.0,0.0,77.0,0.0,0.0
lazarus-ccr.csv,0.0,0.0,0.0,20.0,100.0,1.0,3.0,3.0,8.0,1.0,8.0,3.0,4.0,13.0,173.0,9.0,2.0,0.0
linuxsh.csv,51.0,0.0,0.0,7.0,47.0,1.0,1.0,3.0,6.0,2.0,2.0,12.0,0.0,74.0,2.0,1.0,1.0,0.0
migen.csv,0.0,0.0,4.0,6.0,14.0,2.0,0.0,2.0,5.0,9.0,0.0,11.0,1.0,15.0,2.0,0.0,1.0,0.0
moviesandbox.csv,1.0,0.0,2.0,0.0,40.0,0.0,0.0,4.0,7.0,2.0,3.0,25.0,1.0,4.0,0.0,2.0,0.0,0.0
mvnforum.csv,0.0,0.0,1.0,7.0,51.0,1.0,2.0,3.0,10.0,5.0,1.0,7.0,0.0,9.0,2.0,7.0,1.0,0.0
ontomorphtab.csv,2.0,0.0,5.0,21.0,18.0,0.0,0.0,2.0,11.0,2.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
opengs.csv,4.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,2.0,20.0,0.0,24.0,0.0,74.0,3.0,0.0,0.0,0.0
plplot.csv,3.0,0.0,4.0,1.0,7.0,0.0,2.0,2.0,3.0,8.0,0.0,12.0,1.0,5.0,2.0,0.0,1.0,0.0
scite-ru.csv,5.0,1.0,0.0,42.0,85.0,2.0,2.0,3.0,0.0,10.0,2.0,22.0,1.0,12.0,1.0,4.0,0.0,0.0
tokratan.csv,1.0,0.0,2.0,0.0,13.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,61.0,3.0,0.0,1.0,0.0,0.0
vrjuggler.csv,5.0,1.0,65.0,32.0,91.0,3.0,2.0,9.0,4.0,10.0,1.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0
xuggle.csv,5.0,1.0,4.0,26.0,0.0,1.0,2.0,3.0,10.0,8.0,2.0,22.0,1.0,4.0,2.0,9.0,1.0,0.0
