,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.5,0.59,0.7,0.51,0.68,0.58,0.52,0.77,0.55,0.63,0.41,0.59,0.52,0.58,0.47,0.68,0.51,0.5
buddata-ebxml-registry.csv,0.35,0.44,0.44,0.42,0.48,0.39,0.38,0.41,0.36,0.38,0.36,0.41,0.31,0.36,0.44,0.51,0.45,0.34
co-ode-owl-plugins.csv,0.65,0.79,0.93,0.94,0.93,0.83,0.78,0.86,0.0,0.94,0.7,0.63,0.63,0.5,0.96,0.93,0.94,0.88
firebreath.csv,0.38,0.51,0.53,0.52,0.56,0.44,0.39,0.63,0.38,0.43,0.38,0.53,0.4,0.38,0.47,0.65,0.48,0.39
gretl.csv,0.37,0.43,0.47,0.44,0.57,0.4,0.32,0.43,0.4,0.48,0.38,0.43,0.38,0.6,0.45,0.48,0.46,0.39
konversation.csv,0.8,0.0,0.67,0.92,0.95,0.59,0.86,0.67,0.67,0.5,0.75,0.75,0.0,0.9,0.93,0.5,0.95,0.8
lazarus-ccr.csv,0.54,0.54,0.67,0.47,0.51,0.44,0.45,0.45,0.53,0.81,0.76,0.5,0.39,0.44,0.0,0.65,0.64,0.39
linuxsh.csv,0.0,0.67,0.91,0.75,0.98,0.47,0.51,0.66,0.94,0.93,0.55,0.69,0.57,0.0,0.94,0.86,0.96,0.62
migen.csv,0.34,0.83,0.43,0.73,0.83,0.5,0.53,0.9,0.88,0.79,0.55,0.73,0.77,0.96,0.4,0.89,0.52,0.82
moviesandbox.csv,0.65,0.56,0.93,0.61,0.74,0.5,0.46,0.73,0.89,0.82,0.54,0.54,0.61,0.92,0.61,0.73,0.75,0.67
mvnforum.csv,0.77,0.61,0.94,0.96,0.96,0.95,0.79,0.69,0.94,0.93,0.95,0.73,0.81,0.94,0.98,0.95,0.9,0.88
ontomorphtab.csv,0.9,0.45,0.69,0.54,0.64,0.37,0.45,0.55,0.71,0.62,0.51,0.42,0.4,0.91,0.6,0.46,0.71,0.43
opengs.csv,0.65,0.63,0.64,0.73,0.83,0.39,0.56,0.67,0.75,0.96,0.64,0.64,0.48,0.0,0.47,0.73,0.47,0.77
plplot.csv,0.33,0.45,0.46,0.42,0.57,0.49,0.36,0.55,0.38,0.5,0.62,0.48,0.47,0.78,0.44,0.68,0.45,0.53
scite-ru.csv,0.47,0.48,0.75,0.54,0.57,0.41,0.46,0.5,0.68,0.51,0.44,0.45,0.32,0.54,0.98,0.58,0.88,0.45
tokratan.csv,0.62,0.5,0.83,0.5,0.95,0.94,0.88,0.95,0.86,0.5,0.83,0.92,0.5,0.86,0.97,0.9,0.96,0.67
vrjuggler.csv,0.46,0.57,0.0,0.6,0.63,0.75,0.52,0.55,0.71,0.43,0.74,0.63,0.65,0.94,0.67,0.96,0.5,0.51
xuggle.csv,0.5,0.77,0.5,0.46,0.98,0.38,0.7,0.55,0.55,0.62,0.5,0.62,0.46,0.87,0.63,0.6,0.53,0.44
