,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.38,0.44,0.51,0.53,0.47,0.54,0.86,0.05,0.16,0.4,0.13,0.07,0.17,0.13,0.0,0.48,0.59
amygdala.csv,0.54,0.48,0.38,0.45,0.53,0.05,0.04,0.17,0.27,0.71,0.29,0.48,0.49,0.22,0.0,0.25,0.44
chrysalis.csv,0.46,0.33,0.38,0.22,0.25,0.08,0.38,0.76,0.32,0.38,0.64,0.18,0.37,0.8,0.8,0.56,0.17
cme.csv,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.11,1.0
hydrate.csv,0.16,0.17,0.59,0.0,0.44,0.01,0.21,0.82,0.37,0.16,0.62,0.47,0.36,0.23,0.0,0.68,0.86
ivef-sdk.csv,0.56,0.6,0.62,0.62,0.55,1.0,0.25,0.06,0.52,0.63,0.0,0.0,0.37,0.37,0.0,0.04,0.57
jmri.csv,0.44,0.29,0.62,0.15,0.18,0.62,0.5,0.63,0.45,0.3,0.53,0.33,0.17,0.05,0.0,0.31,0.36
jython.csv,0.43,0.54,0.5,0.36,0.38,0.27,0.13,0.86,0.57,0.49,0.54,0.61,0.41,0.58,0.0,0.52,0.17
kdenlive.csv,0.68,0.53,0.59,0.35,0.69,0.49,0.36,0.05,0.57,0.47,0.56,0.5,0.55,0.71,0.0,0.69,0.69
opentibia.csv,0.58,0.75,0.52,0.27,0.5,0.0,0.64,0.31,0.12,0.22,0.42,0.33,0.48,0.3,0.56,0.53,0.0
projectfactory.csv,0.01,0.02,0.37,0.0,0.22,0.07,0.18,0.92,0.67,0.13,0.29,0.26,0.17,0.05,0.0,0.43,0.77
runuomondains.csv,0.55,0.46,0.64,0.28,0.46,0.1,0.47,0.71,0.09,0.48,0.77,0.54,0.25,0.61,0.86,0.41,0.44
somap.csv,0.2,0.29,0.52,0.46,0.47,0.0,0.52,0.0,0.47,0.24,0.27,0.86,0.0,0.47,0.8,0.0,0.51
taverna.csv,0.4,0.45,0.35,0.12,0.71,0.05,0.66,0.29,0.61,0.36,0.51,0.44,0.38,0.52,0.28,0.34,0.0
tigermud.csv,0.36,0.35,0.31,0.0,0.48,0.47,0.11,0.5,0.21,0.19,0.53,0.63,0.59,0.73,0.58,0.47,0.0
x-ray-mule.csv,0.16,0.17,0.19,0.83,0.49,0.0,0.07,0.06,0.5,0.37,0.0,0.43,0.24,0.22,0.0,0.04,0.44
