,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.81,0.62,0.69,0.12,0.46
dynalloy.csv,0.79,0.64,0.12,0.62,0.64
findbugs.csv,0.81,0.55,0.94,0.62,0.64
runuomondains.csv,0.79,0.76,0.75,0.75,0.54
xbplayer.csv,0.37,0.64,0.75,0.75,0.43
