,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.42,0.5,0.55,0.88,0.58
dynalloy.csv,0.66,0.58,0.71,0.55,0.48
findbugs.csv,0.59,0.51,0.44,0.68,0.6
runuomondains.csv,0.44,0.38,0.39,0.73,0.44
xbplayer.csv,0.51,0.5,0.36,0.44,0.37
