,recall,precision,pf,pci_20,ifa,wins
codeblocks.csv,0.73,0.495,0.535,0.425,1.0,4
emulemorph.csv,0.05500000000000001,0.915,0.0,0.515,0.0,11
fulguro.csv,0.49,0.48,0.42,0.72,2.5,3
fw4spl.csv,0.44,0.43999999999999995,0.315,0.56,0.5,8
gnome-jabber.csv,0.55,0.5,0.43,0.47,0.5,6
ipfilter.csv,0.6950000000000001,0.47,0.56,0.52,2.0,2
ipfire-wall.csv,0.51,0.525,0.31,0.44499999999999995,1.0,5
libmesh.csv,0.42500000000000004,0.52,0.545,0.75,1.0,9
rockbox.csv,0.29500000000000004,0.37,0.30000000000000004,0.5,1.5,1
soar.csv,1.0,0.435,1.0,0.41,2.5,0
tencompetence.csv,0.385,0.52,0.265,0.84,1.0,10
xbrlapi.csv,0.35,0.56,0.26,0.56,1.0,7
