,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.39,0.4,0.42,0.38,0.39,0.6,0.83,0.83,0.75,0.63,0.41,0.43
emulemorph.csv,0.0,0.67,0.0,0.53,0.0,0.0,0.83,0.0,0.67,0.98,0.92,0.5
fulguro.csv,0.47,0.82,0.71,0.47,0.76,0.66,0.53,0.59,0.94,0.81,0.88,0.73
fw4spl.csv,0.79,0.61,0.6,0.94,0.43,0.67,0.44,0.0,0.41,0.89,0.52,0.48
gnome-jabber.csv,0.53,0.45,0.61,0.41,0.48,0.44,0.54,0.46,0.35,0.52,0.57,0.4
ipfilter.csv,0.44,0.57,0.7,0.45,0.58,0.5,0.4,0.52,0.44,0.53,0.52,0.65
ipfire-wall.csv,0.48,0.56,0.7,0.39,0.41,0.38,0.31,0.62,0.39,0.53,0.48,0.41
libmesh.csv,0.74,0.62,0.55,0.84,0.76,0.97,0.59,0.5,0.83,0.88,0.7,0.79
rockbox.csv,0.89,0.58,0.43,0.93,0.39,0.5,0.36,0.62,0.5,0.97,0.38,0.33
soar.csv,0.39,0.41,0.39,0.41,0.36,0.49,0.68,0.52,0.37,0.48,0.41,0.45
tencompetence.csv,0.85,0.92,0.94,0.65,0.92,0.59,0.43,0.97,0.83,0.68,0.92,0.8
xbrlapi.csv,0.48,0.86,0.64,0.42,0.62,0.5,0.33,0.0,0.75,0.99,0.5,0.75
