,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.08,0.24,1.0,0.08,0.35
nabu-library.csv,0.65,0.42,0.36,0.32,0.99
pcgen.csv,0.08,0.95,0.27,0.49,0.28
selenium.csv,0.97,0.29,0.11,0.41,0.28
tolven.csv,0.08,0.27,0.0,0.95,0.09
