,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.44,0.68,0.83,0.41,0.95,0.55,0.6,0.38,0.37,0.41,0.42,0.41,0.34,0.37,0.41,0.48,0.5,0.38,0.42
elvishrayrenderer.csv,0.67,0.49,0.49,0.36,0.53,0.42,0.56,0.36,0.38,0.52,0.42,0.58,0.36,0.96,0.5,0.75,0.63,0.54,0.45
graphmak.csv,0.51,0.0,0.67,0.5,0.47,0.75,0.0,0.51,0.52,0.62,0.79,0.62,0.33,0.42,0.0,0.52,0.9,0.94,0.5
jmol.csv,0.36,0.39,0.47,0.41,0.47,0.57,0.52,0.39,0.47,0.45,0.44,0.38,0.31,0.39,0.37,0.44,0.45,0.4,0.33
mesa3d.csv,0.81,0.32,0.5,0.92,0.58,0.95,0.58,0.47,0.56,0.44,0.5,0.64,0.6,0.56,0.38,0.46,0.5,0.77,0.38
minig.csv,0.42,0.67,0.49,0.38,0.47,0.37,0.47,0.38,0.78,0.62,0.33,0.43,0.3,0.46,0.74,0.55,0.77,0.46,0.4
moving-pictures.csv,0.78,0.29,0.5,0.71,0.51,0.76,0.71,0.48,0.45,0.54,0.8,0.59,0.48,0.95,0.88,0.42,0.67,0.59,0.42
ngl.csv,0.49,0.38,0.5,0.36,0.58,0.59,0.48,0.44,0.38,0.45,0.4,0.39,0.34,0.37,0.94,0.5,0.94,0.43,0.39
nunit.csv,0.55,0.44,0.51,0.41,0.48,0.54,0.54,0.39,0.44,0.63,0.41,0.55,0.37,0.97,0.97,0.76,0.97,0.6,0.76
octave.csv,0.65,0.59,0.75,0.89,0.64,0.95,0.53,0.93,0.41,0.9,0.7,0.77,0.59,0.86,0.98,0.81,0.97,0.6,0.73
opengs.csv,0.67,0.37,0.67,0.54,0.91,0.89,0.57,0.55,0.58,0.59,0.95,0.52,0.48,0.43,0.46,0.65,0.51,0.56,0.48
owlib.csv,0.38,0.29,0.36,0.28,0.37,0.32,0.42,0.33,0.33,0.44,0.34,0.41,0.33,0.38,0.33,0.36,0.34,0.37,0.28
prelude.csv,0.39,0.38,0.45,0.39,0.36,0.54,0.38,0.36,0.37,0.44,0.33,0.37,0.29,0.34,0.42,0.44,0.41,0.38,0.34
tokratan.csv,0.53,0.36,0.75,0.48,0.89,0.47,0.5,0.39,0.92,0.68,0.49,0.55,0.48,0.69,0.42,0.5,0.44,0.49,0.37
xfce.csv,0.46,0.37,0.75,0.38,0.51,0.43,0.4,0.38,0.38,0.49,0.41,0.4,0.31,0.36,0.39,0.46,0.43,0.38,0.38
xharbour.csv,0.4,0.36,0.68,0.44,0.49,0.61,0.49,0.42,0.36,0.45,0.33,0.37,0.39,0.44,0.46,0.46,0.46,0.44,0.38
zabbix.csv,0.5,0.38,0.46,0.53,0.57,0.56,0.53,0.42,0.51,0.59,0.66,0.42,0.75,0.73,0.4,0.49,0.49,0.46,0.38
zengine.csv,0.39,0.35,0.47,0.39,0.39,0.56,0.42,0.37,0.35,0.41,0.33,0.36,0.29,0.36,0.43,0.45,0.37,0.39,0.37
zildo.csv,0.37,0.38,0.5,0.41,0.65,0.42,0.65,0.42,0.88,0.74,0.43,0.78,0.67,0.43,0.4,0.56,0.41,0.63,0.33
