,f1,g,recall,precision,pf,wins
amateur-scrolls.csv,0.28,0.27,0.23,0.56,0.05,4
arianne.csv,0.6,0.18,0.97,0.49,0.95,3
auber.csv,0.6,0.62,0.73,0.53,0.54,10
bl-toolkit.csv,0.58,0.32,0.77,0.43,0.86,2
growl-for-windows.csv,0.33,0.33,0.3,0.59,0.11,5
keyczar.csv,0.13,0.11,0.09,0.22,0.2,0
kml.csv,0.63,0.53,0.92,0.51,0.78,7
knowledge.csv,0.57,0.62,0.78,0.54,0.61,9
les-indemodables.csv,0.61,0.62,0.67,0.59,0.42,14
lportal.csv,0.08,0.05,0.04,0.51,0.0,1
lufa-lib.csv,0.56,0.63,0.7,0.53,0.58,8
micomt.csv,0.62,0.53,0.86,0.53,0.75,6
sigil.csv,0.49,0.51,0.47,0.67,0.18,12
ultimairis.csv,0.55,0.53,0.62,0.58,0.27,13
voms.csv,0.52,0.43,0.56,0.64,0.2,11
