,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.5,0.96,1.0,0.18,0.56,0.5,0.0,0.75,0.94,0.94,0.0,0.03,0.0,0.89,0.93
arianne.csv,0.72,0.92,0.69,0.12,0.3,0.24,0.49,0.3,0.68,0.56,0.44,0.04,0.37,0.64,0.66
auber.csv,0.64,0.95,0.69,0.13,0.38,0.38,0.53,0.48,0.66,0.8,0.51,0.04,0.46,0.85,0.54
bl-toolkit.csv,0.53,0.92,0.89,0.1,0.29,0.12,0.47,0.27,0.53,0.38,0.43,0.09,0.36,0.76,0.58
growl-for-windows.csv,0.0,0.98,0.8,0.12,0.43,0.0,0.79,0.59,0.7,0.73,0.37,0.0,0.49,0.84,0.93
keyczar.csv,0.3,0.5,0.0,0.14,0.19,0.05,0.26,0.08,0.0,0.22,0.33,0.0,0.5,0.86,0.73
kml.csv,0.51,0.92,0.79,0.13,0.33,0.25,0.77,0.33,0.63,0.62,0.47,0.04,0.38,0.79,0.65
knowledge.csv,0.65,1.0,0.74,0.15,0.32,0.19,0.55,0.3,0.65,0.62,0.47,0.04,0.44,0.82,0.54
les-indemodables.csv,0.55,0.97,0.71,0.18,0.4,0.21,0.66,0.33,0.84,0.67,0.5,0.04,0.65,0.85,0.59
lportal.csv,0.5,1.0,1.0,0.0,0.0,1.0,0.91,0.0,0.89,0.82,1.0,0.15,0.51,0.0,0.0
lufa-lib.csv,0.42,0.91,0.8,0.12,0.39,0.21,0.53,0.3,0.68,0.57,0.63,0.06,0.43,0.82,0.56
micomt.csv,0.49,0.92,0.74,0.1,0.3,0.53,0.7,0.32,0.63,0.59,0.52,0.04,0.42,0.78,0.66
sigil.csv,0.62,0.97,0.67,0.2,0.55,0.83,1.0,0.52,0.87,0.71,0.5,0.07,0.57,0.86,1.0
ultimairis.csv,0.59,0.98,0.73,0.15,0.5,0.45,0.48,0.58,0.83,0.72,0.43,0.04,0.62,0.0,0.75
voms.csv,0.64,0.98,0.67,0.41,0.0,0.71,0.71,0.73,0.83,0.78,0.55,0.04,0.47,0.0,0.56
