,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.96,0.46,0.0,0.95,0.41,0.83,0.0,0.95,0.47,0.94,0.0,0.89,0.0,0.89,0.93
arianne.csv,0.48,0.42,0.42,0.53,0.41,0.49,0.36,0.4,0.51,0.39,0.54,0.38,0.49,0.91,0.44
auber.csv,0.51,0.42,0.42,0.52,0.38,0.75,0.41,0.9,0.5,0.48,0.61,0.38,0.51,0.42,0.46
bl-toolkit.csv,0.4,0.57,0.46,0.6,0.46,0.48,0.36,0.44,0.51,0.59,0.52,0.53,0.48,0.43,0.36
growl-for-windows.csv,0.0,0.33,0.8,0.55,0.86,0.0,0.58,0.94,0.44,0.68,0.4,0.0,0.44,0.41,0.67
keyczar.csv,0.96,0.5,0.0,0.79,0.76,0.51,0.7,0.96,0.8,0.96,0.8,0.0,0.83,0.48,0.91
kml.csv,0.45,0.42,0.5,0.57,0.38,0.48,0.43,0.39,0.44,0.39,0.51,0.38,0.48,0.42,0.51
knowledge.csv,0.48,0.4,0.44,0.48,0.47,0.42,0.42,0.56,0.46,0.43,0.57,0.4,0.48,0.52,0.5
les-indemodables.csv,0.42,0.33,0.46,0.5,0.34,0.46,0.36,0.42,0.41,0.41,0.63,0.39,0.5,0.36,0.38
lportal.csv,0.88,0.92,0.5,0.0,0.0,0.0,0.91,0.0,0.89,0.91,0.0,0.75,0.54,0.0,0.0
lufa-lib.csv,0.62,0.49,0.57,0.63,0.41,0.6,0.49,0.58,0.55,0.63,0.73,0.47,0.49,0.46,0.61
micomt.csv,0.41,0.41,0.47,0.73,0.48,0.89,0.57,0.41,0.44,0.43,0.62,0.4,0.57,0.56,0.49
sigil.csv,0.6,0.39,0.83,0.8,0.45,0.83,0.0,0.6,0.46,0.6,0.97,0.57,0.47,0.86,0.89
ultimairis.csv,0.45,0.38,0.42,0.62,0.6,0.9,0.36,0.68,0.83,0.53,0.48,0.38,0.62,0.0,0.75
voms.csv,0.51,0.41,0.44,0.77,0.0,0.86,0.58,0.93,0.5,0.68,0.66,0.41,0.62,0.0,0.89
