,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.79,0.58,0.56,0.18,1.0,0.31,0.44,0.03,0.87
bibletime.csv,0.88,0.42,0.54,0.17,0.32,0.28,0.47,0.03,1.0
flexpay.csv,0.66,0.57,0.42,0.99,1.0,0.18,0.33,0.0,0.69
lufa-lib.csv,0.82,0.43,0.54,0.19,0.3,0.36,1.0,0.0,0.93
nullc.csv,1.0,0.36,0.51,0.18,0.34,0.36,0.43,0.02,0.88
pgui.csv,0.94,0.4,0.68,0.2,0.33,1.0,0.4,0.06,0.9
superwaba.csv,0.9,0.98,0.61,0.18,0.4,0.5,0.51,0.08,0.87
sylpheed-claws.csv,0.92,0.56,1.0,0.24,0.35,0.34,0.46,0.07,0.88
xqilla.csv,0.0,0.8,0.0,0.33,0.5,0.0,0.0,1.0,1.0
