,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.88,0.43,0.61,0.7,0.08,0.64,0.69,0.64,0.66
bibletime.csv,0.54,0.63,0.7,0.77,0.82,0.85,0.66,0.97,0.02
flexpay.csv,1.16,0.77,0.83,0.15,0.97,0.88,0.86,1.0,1.0
lufa-lib.csv,0.71,0.64,0.63,0.67,0.77,0.58,0.03,1.02,0.62
nullc.csv,0.02,0.93,0.74,0.81,1.0,0.64,0.85,1.0,0.58
pgui.csv,0.67,0.64,0.63,0.76,0.73,0.04,0.82,0.68,0.61
superwaba.csv,0.53,0.04,0.56,0.7,0.65,0.44,0.61,0.39,0.6
sylpheed-claws.csv,0.59,0.49,0.02,0.58,0.69,0.61,0.66,0.36,0.62
xqilla.csv,1.0,0.92,1.0,0.99,0.97,1.0,1.0,0.0,0.98
