,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.82,0.26,0.55,0.47,0.0,0.5,0.41,0.55,0.29
bibletime.csv,0.45,0.61,0.69,0.72,0.77,0.84,0.61,0.97,0.0
flexpay.csv,1.0,0.1,0.28,0.0,0.0,0.3,0.61,0.01,0.79
lufa-lib.csv,0.55,0.34,0.44,0.48,0.41,0.38,0.0,0.19,0.14
nullc.csv,0.0,0.92,0.71,0.79,1.0,0.64,0.84,1.0,0.57
pgui.csv,0.09,0.53,0.17,0.22,0.53,0.0,0.76,0.13,0.21
superwaba.csv,0.27,0.01,0.33,0.48,0.35,0.25,0.36,0.2,0.36
sylpheed-claws.csv,0.18,0.25,0.0,0.36,0.54,0.53,0.43,0.36,0.29
xqilla.csv,0.0,0.01,0.01,0.0,0.01,0.02,0.0,0.0,0.0
