,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.42,0.47,0.71,0.94,0.06,0.5,0.7
java-gnome.csv,0.82,0.41,0.6,0.4,1.0,0.42,0.66
mb-unit.csv,0.7,0.98,0.65,0.56,0.43,0.55,0.48
mecat.csv,0.01,0.0,0.0,0.0,0.0,0.04,1.0
rodin-b-sharp.csv,0.47,0.36,0.99,0.25,0.8,0.47,0.36
unicase.csv,0.73,0.65,0.71,0.56,0.48,1.0,0.59
wpdev.csv,1.0,0.0,0.0,0.21,0.0,0.0,0.0
