,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.77,0.73,0.65,0.92,0.75,0.73,0.67
gstreamer.csv,0.47,0.64,0.57,0.64,0.57,0.44,0.66
ifmo-game-1.csv,0.86,0.0,0.0,0.0,0.0,0.0,0.5
pi-qmc.csv,0.42,0.45,0.56,0.59,0.62,0.61,0.48
quarkplusplus.csv,0.67,0.7,0.76,0.94,0.9,0.87,0.94
xapian.csv,0.68,0.81,0.81,0.91,0.75,0.66,0.97
zemljanka.csv,0.44,0.51,0.43,0.39,0.41,0.39,0.45
