,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.33,0.33,0.97,0.35,0.17,0.32,0.3
gstreamer.csv,0.68,0.33,0.41,0.64,0.68,0.95,0.34
ifmo-game-1.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.01
pi-qmc.csv,0.55,0.54,0.56,0.64,0.96,0.42,0.37
quarkplusplus.csv,0.33,0.97,0.27,0.23,0.21,0.27,0.1
xapian.csv,0.61,0.49,0.35,0.88,0.41,0.47,0.21
zemljanka.csv,0.0,0.0,0.09,0.13,0.0,0.09,1.0
