,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.38,0.22,0.48,0.36,0.4,0.32,0.15,0.0,0.48,0.41,0.3,0.81,0.42,0.46,0.53,0.38,0.46,0.29,0.45,0.24
decidr.csv,0.64,0.39,0.53,0.41,0.34,0.49,0.15,0.63,0.39,0.29,0.01,0.72,0.66,0.41,0.42,0.44,0.22,0.74,0.36,0.5
elmo.csv,0.04,0.0,0.02,0.08,0.03,0.07,0.0,0.06,0.14,0.07,0.03,0.11,0.07,0.1,0.08,0.07,0.03,0.08,0.06,0.08
gpac.csv,0.41,0.76,0.25,0.47,0.53,0.58,0.52,0.2,0.41,0.42,0.57,0.02,0.45,0.59,0.5,0.38,0.43,0.53,0.39,0.38
img-browse-sort.csv,0.19,0.34,0.11,0.13,0.18,0.24,0.3,0.04,0.1,0.16,0.22,0.28,0.17,0.33,0.21,0.23,0.11,0.0,0.36,0.28
jajuk.csv,0.38,0.4,0.51,0.01,0.36,0.59,0.41,0.65,0.28,0.38,0.33,0.64,0.5,0.28,0.53,0.43,0.3,0.39,0.58,0.19
ktc.csv,0.0,0.28,0.15,0.13,0.12,0.35,0.07,0.31,0.1,0.06,0.15,0.28,0.17,0.08,0.15,0.43,0.14,0.45,0.48,0.1
nativeclient.csv,0.52,0.61,0.57,0.46,0.45,0.55,0.15,0.61,0.51,0.35,0.62,0.64,0.31,0.41,0.55,0.56,0.73,0.66,0.72,0.01
neoengine.csv,0.58,0.96,0.01,0.32,0.2,0.75,0.7,0.78,0.45,0.42,0.21,0.62,0.83,0.33,0.42,0.59,0.46,0.39,0.45,0.57
nicepress.csv,0.11,0.07,0.12,0.14,0.16,0.17,0.19,0.41,0.11,0.0,0.17,0.28,0.24,0.1,0.19,0.15,0.14,0.18,0.22,0.06
omseek.csv,0.05,0.04,0.01,0.07,0.07,0.08,0.11,0.04,0.06,0.41,0.07,0.13,0.07,0.79,0.05,0.0,0.0,0.08,0.45,0.01
rosegarden.csv,0.09,0.33,0.4,0.14,0.2,0.55,0.81,0.2,0.01,0.41,0.27,0.23,0.19,0.62,0.44,0.52,0.22,0.18,0.43,0.26
sigil.csv,0.29,0.28,0.26,0.21,0.28,0.28,0.19,0.41,0.22,0.28,0.25,0.21,0.22,0.54,0.41,0.25,0.0,0.37,0.45,0.06
smarttag.csv,0.28,0.33,0.7,0.25,0.43,0.48,0.19,0.61,0.28,0.45,0.55,0.45,0.47,0.0,0.5,0.4,0.62,0.58,0.49,0.37
sylpheed-claws.csv,0.13,0.25,0.54,0.25,0.29,0.44,0.22,0.63,0.24,0.39,0.5,0.45,0.0,0.46,0.36,0.35,0.27,0.34,0.46,0.29
tango-cs.csv,0.18,0.06,0.34,0.24,0.62,0.27,0.22,0.22,0.33,0.43,0.17,0.06,0.06,0.33,0.42,0.32,0.59,0.29,0.03,0.97
vapor.csv,0.06,0.03,0.06,0.22,0.1,0.0,0.0,0.18,0.07,0.09,0.7,0.19,0.12,0.46,0.12,0.1,0.0,0.39,0.57,0.04
xemeiah.csv,0.22,0.27,0.3,0.09,0.37,0.32,0.19,0.33,0.21,0.28,0.17,0.53,0.38,0.31,0.01,0.19,0.08,0.21,0.61,0.16
zorannt.csv,0.06,0.22,0.03,0.08,0.0,0.34,0.44,0.04,0.06,0.29,0.36,0.13,0.06,0.74,0.17,0.09,0.08,0.34,0.87,0.56
zscreen.csv,0.61,0.81,0.49,0.67,0.54,0.58,0.0,0.57,0.53,0.49,0.78,0.81,0.74,0.85,0.65,0.54,0.46,0.58,0.65,0.12
