,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.53,0.12,0.41,0.63,0.24,0.39,0.81,1.0,0.35,0.39,0.69,0.52,0.54,0.36,0.54,0.16,0.7,0.35,0.5,0.65
decidr.csv,0.42,0.13,0.45,0.6,0.26,0.3,0.88,0.72,0.33,0.44,0.99,0.56,0.53,0.36,0.54,0.15,0.79,0.3,0.47,0.66
elmo.csv,0.22,1.0,0.25,0.54,0.2,0.0,1.0,0.4,0.05,0.0,0.73,0.38,0.44,0.0,0.7,0.17,0.75,0.0,0.5,0.6
gpac.csv,0.47,0.06,0.41,0.49,0.14,0.25,0.69,0.74,0.33,0.38,0.56,0.98,0.55,0.26,0.55,0.14,0.67,0.13,0.27,0.59
img-browse-sort.csv,0.63,0.12,0.61,0.73,0.32,0.37,0.72,0.94,0.57,0.45,0.73,0.67,0.65,0.32,0.66,0.21,0.86,1.0,0.42,0.69
jajuk.csv,0.57,0.1,0.47,0.98,0.22,0.3,0.71,0.71,0.49,0.51,0.69,0.6,0.57,0.31,0.52,0.17,0.74,0.35,0.38,0.72
ktc.csv,1.0,0.1,0.66,0.8,0.39,0.34,0.87,0.71,0.65,0.71,0.71,0.55,0.6,0.25,0.61,0.12,0.82,0.32,0.45,0.8
nativeclient.csv,0.53,0.07,0.44,0.61,0.23,0.29,0.83,0.69,0.37,0.47,0.62,0.59,0.61,0.24,0.49,0.15,0.63,0.32,0.35,0.99
neoengine.csv,0.44,0.07,0.98,0.63,0.31,0.22,0.6,0.65,0.35,0.4,0.69,0.57,0.47,0.28,0.52,0.11,0.55,0.29,0.39,0.59
nicepress.csv,0.68,0.0,0.63,0.55,0.21,0.33,0.62,0.62,0.6,1.0,0.65,0.43,0.62,0.0,0.61,0.22,0.72,0.3,0.44,0.81
omseek.csv,0.47,0.4,0.33,0.7,0.4,0.14,0.82,0.75,0.24,0.45,0.75,0.6,0.62,0.24,0.75,1.0,1.0,0.25,0.42,0.67
rosegarden.csv,0.81,0.08,0.46,0.73,0.29,0.28,0.6,0.77,0.98,0.32,0.69,0.69,0.65,0.31,0.55,0.13,0.8,0.36,0.51,0.64
sigil.csv,0.49,0.05,0.58,0.72,0.25,0.29,0.81,0.75,0.39,0.46,0.71,0.68,0.52,0.36,0.54,0.21,1.0,0.39,0.3,0.7
smarttag.csv,0.57,0.04,0.42,0.67,0.23,0.29,0.79,0.72,0.44,0.46,0.62,0.65,0.61,1.0,0.49,0.18,0.65,0.35,0.33,0.71
sylpheed-claws.csv,0.7,0.06,0.35,0.58,0.24,0.28,0.81,0.71,0.45,0.43,0.57,0.61,1.0,0.28,0.54,0.18,0.62,0.19,0.47,0.64
tango-cs.csv,0.63,0.0,0.41,0.58,0.13,0.34,0.73,0.45,0.32,0.39,0.63,0.62,0.72,0.28,0.57,0.16,0.65,0.27,0.95,0.58
vapor.csv,0.8,0.0,0.74,0.61,0.24,1.0,1.0,0.79,0.59,0.14,0.52,0.7,0.62,0.31,0.69,0.26,1.0,0.25,0.36,0.6
xemeiah.csv,0.66,0.1,0.55,0.84,0.22,0.34,0.78,0.76,0.53,0.51,0.76,0.58,0.59,0.25,0.98,0.24,0.89,0.33,0.44,0.69
zorannt.csv,0.63,0.12,0.64,0.74,1.0,0.2,0.61,0.9,0.54,0.29,0.54,0.62,0.7,0.28,0.64,0.25,0.75,0.32,0.34,0.58
zscreen.csv,0.46,0.08,0.45,0.53,0.17,0.31,1.0,0.69,0.37,0.44,0.58,0.54,0.46,0.28,0.51,0.16,0.72,0.27,0.37,0.77
