,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.53,0.64,0.65,0.49,0.48,0.51,0.65,0.01,0.6,0.64,0.57,0.85,0.63,0.54,0.6,0.57,0.52,0.61,0.55,0.74
decidr.csv,0.71,0.44,0.6,0.51,0.46,0.63,0.38,0.66,0.65,0.63,0.02,0.75,0.69,0.54,0.59,0.59,0.48,0.74,0.63,0.6
elmo.csv,0.98,0.2,0.99,0.9,0.96,1.0,0.89,0.98,0.99,1.0,0.94,0.95,0.94,1.01,0.79,0.88,0.94,1.0,0.91,0.92
gpac.csv,0.62,0.86,0.75,0.69,0.71,0.73,0.61,0.75,0.64,0.65,0.72,0.04,0.6,0.73,0.58,0.62,0.57,0.93,0.87,0.73
img-browse-sort.csv,0.54,0.53,0.71,0.62,0.51,0.65,0.62,0.66,0.67,0.77,0.58,0.6,0.69,0.66,0.58,0.56,0.55,0.0,0.7,0.63
jajuk.csv,0.45,0.57,0.57,0.06,0.53,0.65,0.58,0.68,0.42,0.45,0.54,0.67,0.58,0.7,0.63,0.52,0.49,0.55,0.74,0.7
ktc.csv,0.04,0.66,0.56,0.44,0.54,0.6,0.72,0.7,0.55,0.72,0.73,0.77,0.74,0.93,0.73,0.67,0.57,0.59,0.62,0.73
nativeclient.csv,0.54,0.73,0.62,0.5,0.5,0.66,0.61,0.69,0.56,0.54,0.66,0.68,0.56,0.76,0.67,0.59,0.74,0.66,0.83,0.02
neoengine.csv,0.66,0.96,0.04,0.51,0.52,0.85,0.79,0.82,0.6,0.63,0.66,0.69,0.86,0.72,0.63,0.71,0.75,0.67,0.71,0.71
nicepress.csv,0.66,1.0,0.66,0.83,0.76,0.78,0.85,0.79,0.6,0.06,0.78,0.87,0.63,1.01,0.68,0.68,0.76,0.79,0.76,0.83
omseek.csv,0.94,0.6,0.99,0.82,0.74,0.96,0.7,0.94,0.95,0.54,0.84,0.85,0.89,0.84,0.82,0.12,0.87,0.93,0.68,0.99
rosegarden.csv,0.46,0.68,0.59,0.61,0.56,0.68,0.86,0.7,0.01,0.76,0.61,0.62,0.64,0.65,0.58,0.65,0.42,0.72,0.53,0.73
sigil.csv,0.65,0.85,0.49,0.47,0.52,0.74,0.55,0.57,0.68,0.62,0.58,0.66,0.77,0.56,0.61,0.52,0.02,0.48,0.84,0.91
smarttag.csv,0.53,0.86,0.71,0.52,0.5,0.65,0.62,0.65,0.53,0.53,0.63,0.54,0.52,0.07,0.66,0.5,0.65,0.58,0.79,0.53
sylpheed-claws.csv,0.57,0.84,0.74,0.67,0.56,0.68,0.49,0.67,0.57,0.59,0.7,0.61,0.06,0.68,0.62,0.5,0.74,0.84,0.6,0.7
tango-cs.csv,0.58,1.0,0.7,0.68,0.76,0.66,0.69,0.94,0.69,0.64,0.8,0.91,0.84,0.72,0.55,0.6,0.63,0.75,0.09,0.97
vapor.csv,0.66,1.0,0.7,0.66,0.83,0.08,0.93,0.69,0.74,0.98,0.81,0.65,0.79,0.63,0.71,0.7,0.6,0.73,0.76,0.96
xemeiah.csv,0.43,0.66,0.49,0.46,0.54,0.61,0.64,0.59,0.46,0.52,0.61,0.65,0.55,0.78,0.11,0.55,0.53,0.72,0.66,0.78
zorannt.csv,0.84,0.64,0.92,0.75,0.09,0.83,0.74,0.81,0.82,0.83,0.76,0.83,0.86,0.77,0.68,0.76,0.83,0.64,0.92,0.73
zscreen.csv,0.65,0.81,0.59,0.69,0.64,0.64,0.02,0.69,0.58,0.55,0.79,0.83,0.8,0.85,0.69,0.56,0.48,0.7,0.78,0.74
