,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.62,0.5,0.43,0.68,0.49,0.67,0.47,0.3,0.67
exordium.csv,0.75,0.86,0.43,0.83,0.67,0.92,0.73,0.0,0.48
flexpay.csv,0.66,0.44,0.41,0.55,0.99,0.54,0.96,0.33,0.68
mptvseries.csv,0.57,0.61,0.67,0.69,0.98,0.86,0.92,0.0,0.62
openmsx.csv,0.61,0.54,0.44,0.55,0.55,0.68,0.59,0.32,0.42
qtractor.csv,0.55,0.58,0.41,0.5,0.76,0.73,0.79,0.5,0.36
synergyspace.csv,0.78,0.91,0.5,0.75,0.87,0.95,0.92,0.0,0.46
tango-cs.csv,0.73,0.67,0.92,0.5,0.82,0.79,0.77,0.86,0.6
toped.csv,0.6,0.67,0.33,0.41,0.57,0.73,0.51,0.8,0.56
