,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.4,0.53,0.67,0.47,0.26,0.42,0.28,1.0,0.47
exordium.csv,0.91,0.31,0.64,0.35,0.29,0.16,0.12,0.04,0.44
flexpay.csv,0.3,0.52,0.76,0.55,0.92,0.5,0.3,0.91,0.33
mptvseries.csv,0.48,0.97,0.45,0.49,0.3,0.11,0.21,0.0,0.36
openmsx.csv,0.46,0.55,0.76,0.6,0.26,0.98,0.29,0.9,0.51
qtractor.csv,0.56,0.32,0.68,0.96,0.31,0.33,0.27,0.09,0.46
synergyspace.csv,0.29,0.33,0.67,0.5,0.32,0.4,1.0,0.0,0.54
tango-cs.csv,0.41,0.09,0.35,0.52,0.3,0.33,0.31,0.2,0.98
toped.csv,0.45,0.52,1.0,0.69,0.26,0.35,0.37,0.2,0.34
