,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.5,0.65,0.56,0.49,0.7,0.56,0.61,0.58,0.55,0.76,0.46,0.47,0.41,0.66,0.49,0.5,0.61,0.45,0.45,0.48
ardour.csv,0.54,0.8,0.73,0.53,0.76,0.42,0.48,0.4,0.64,0.62,0.58,0.52,0.45,0.64,0.47,0.73,0.54,0.76,0.51,0.41
arianne.csv,0.83,0.51,0.67,0.55,0.67,0.55,0.76,0.51,0.53,0.46,0.63,0.53,0.55,0.66,0.52,0.7,0.7,0.63,0.5,0.64
bacnet.csv,0.72,0.88,0.76,0.61,0.84,0.92,0.51,0.57,0.64,0.62,0.55,0.56,0.62,0.74,0.74,0.53,0.75,0.54,0.64,0.64
cortex-vfx.csv,0.59,0.89,0.85,0.69,0.93,0.67,0.68,0.67,0.69,0.83,0.83,0.61,0.67,0.83,0.66,0.75,0.55,0.86,0.87,0.6
emeraldemu.csv,0.48,0.49,0.97,0.63,0.78,0.73,0.51,0.62,0.66,0.93,0.89,0.96,0.44,0.76,0.6,0.77,0.56,0.75,0.8,0.73
fritzing.csv,0.54,0.51,0.54,0.44,0.49,0.56,0.4,0.37,0.56,0.48,0.5,0.4,0.41,0.55,0.5,0.71,0.5,0.46,0.35,0.38
gnupdate.csv,0.56,0.86,0.78,0.59,0.59,0.73,0.54,0.63,0.56,0.64,0.94,0.76,0.5,0.74,0.69,0.75,0.57,0.48,0.69,0.52
grafx2.csv,0.44,0.56,0.64,0.47,0.95,0.58,0.51,0.43,0.57,0.48,0.71,0.47,0.42,0.55,0.45,0.75,0.49,0.47,0.45,0.35
gstreamer.csv,0.48,0.64,0.55,0.44,0.49,0.44,0.42,0.41,0.49,0.48,0.57,0.45,0.38,0.51,0.43,0.46,0.49,0.43,0.45,0.36
keyczar.csv,0.44,0.47,0.46,0.33,0.46,0.55,0.53,0.58,0.47,0.6,0.43,0.36,0.41,0.4,0.47,0.43,0.53,0.43,0.42,0.42
linux-ntfs.csv,0.65,0.74,0.69,0.69,0.6,0.62,0.55,0.79,0.67,0.67,0.96,0.66,0.66,0.9,0.65,0.74,0.63,0.98,0.78,0.56
multitude.csv,0.43,0.42,0.57,0.37,0.45,0.53,0.34,0.51,0.43,0.45,0.39,0.37,0.37,0.51,0.54,0.5,0.39,0.44,0.37,0.33
planeshift.csv,0.4,0.51,0.48,0.4,0.46,0.42,0.37,0.38,0.45,0.41,0.38,0.37,0.37,0.44,0.45,0.44,0.52,0.44,0.36,0.31
rsyslog.csv,0.44,0.64,0.62,0.49,0.49,0.56,0.41,0.33,0.51,0.39,0.72,0.56,0.43,0.66,0.54,0.5,0.48,0.64,0.52,0.4
salasaga.csv,0.51,0.38,0.55,0.42,0.5,0.57,0.43,0.59,0.45,0.42,0.5,0.42,0.46,0.52,0.92,0.43,0.47,0.47,0.53,0.53
wow-qrsk.csv,0.54,0.55,0.73,0.67,0.73,0.86,0.96,0.75,0.83,0.55,0.94,0.94,0.88,0.58,0.86,0.5,0.9,0.46,0.98,0.42
xmoto.csv,0.63,0.71,0.8,0.52,0.68,0.6,0.51,0.52,0.62,0.63,0.84,0.69,0.44,0.68,0.39,0.47,0.54,0.58,0.44,0.52
xuggle.csv,0.49,0.49,0.98,0.56,0.67,0.62,0.38,0.45,0.68,0.51,0.74,0.83,0.47,0.67,0.0,0.64,0.53,0.93,0.44,0.52
yield.csv,0.4,0.43,0.52,0.37,0.52,0.52,0.32,0.42,0.4,0.41,0.55,0.42,0.36,0.4,0.43,0.53,0.4,0.4,0.4,0.38
