,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.53,0.71,0.64,0.45,0.67,0.61,0.66,0.59,0.46,0.72,0.67,0.02,0.51,0.76,0.65,0.76,0.64,0.61,0.52,0.8
ardour.csv,0.6,0.77,0.52,0.52,0.74,0.51,0.58,0.47,0.47,0.67,0.73,0.73,0.02,0.58,0.53,0.71,0.53,0.67,0.55,0.49
arianne.csv,0.75,0.02,0.56,0.83,0.62,0.64,0.78,0.59,0.69,0.84,0.73,0.76,0.71,0.8,0.54,0.71,0.71,0.83,0.66,0.65
bacnet.csv,0.75,0.89,0.68,0.64,0.75,0.86,0.63,0.61,0.64,0.01,0.7,0.66,0.66,0.73,0.73,0.7,0.69,0.67,0.73,0.77
cortex-vfx.csv,0.59,0.85,0.68,0.56,0.83,0.44,0.72,0.66,0.54,0.79,0.62,0.74,0.63,0.71,0.67,0.94,0.52,0.08,0.78,0.59
emeraldemu.csv,0.84,0.76,0.74,0.06,0.72,0.66,0.61,0.63,0.54,0.88,0.85,0.88,0.55,0.76,0.59,0.75,0.59,0.8,0.75,0.66
fritzing.csv,0.05,0.65,0.48,0.56,0.42,0.49,0.59,0.45,0.4,0.81,0.58,0.79,0.57,0.69,0.84,0.76,0.6,0.63,0.63,0.73
gnupdate.csv,0.52,0.74,0.65,0.67,0.64,0.62,0.64,0.69,0.6,0.76,0.1,0.69,0.54,0.78,0.66,0.72,0.56,0.61,0.68,0.57
grafx2.csv,0.55,0.7,0.53,0.44,0.84,0.51,0.63,0.06,0.47,0.65,0.73,0.63,0.46,0.56,0.46,0.87,0.58,0.56,0.49,0.68
gstreamer.csv,0.6,0.65,0.48,0.53,0.61,0.49,0.5,0.55,0.52,0.65,0.75,0.7,0.47,0.59,0.53,0.56,0.48,0.59,0.02,0.74
keyczar.csv,0.67,0.55,0.66,0.85,0.7,0.61,0.64,0.74,0.53,0.55,0.85,0.95,0.62,0.69,0.71,0.2,0.58,0.95,0.52,0.75
linux-ntfs.csv,0.72,0.75,0.75,0.6,0.56,0.56,0.66,0.75,0.64,0.88,0.53,0.81,0.64,0.76,0.63,0.75,0.76,0.82,0.8,0.03
multitude.csv,0.55,0.64,0.52,0.61,0.43,0.52,0.5,0.95,0.49,0.64,0.65,0.76,0.53,0.06,0.62,0.62,0.5,0.6,0.52,0.77
planeshift.csv,0.55,0.66,0.65,0.67,0.88,0.51,0.04,0.48,0.71,0.66,0.61,0.75,0.76,0.65,0.53,0.86,0.76,0.88,0.63,0.79
rsyslog.csv,0.48,0.65,0.47,0.51,0.43,0.04,0.62,0.37,0.37,0.92,0.58,0.71,0.47,0.67,0.95,0.98,0.53,0.66,0.6,0.66
salasaga.csv,0.93,0.95,0.98,0.87,0.97,0.95,0.84,0.94,0.99,0.97,0.93,0.93,0.89,1.0,0.11,1.0,0.99,0.78,0.91,0.82
wow-qrsk.csv,0.52,0.81,0.53,0.56,0.66,0.73,0.86,0.95,0.03,0.77,0.77,0.96,0.76,0.67,0.85,0.96,0.72,0.71,0.89,0.73
xmoto.csv,0.67,0.78,0.63,0.43,0.67,0.7,0.59,0.67,0.53,0.77,0.87,0.75,0.45,0.64,0.48,0.66,0.03,0.67,0.54,0.59
xuggle.csv,0.65,0.81,0.15,0.56,0.64,0.51,0.73,0.4,0.77,0.83,0.71,0.8,0.68,0.73,1.0,0.79,0.75,0.88,0.79,0.49
yield.csv,0.67,0.58,0.55,0.62,0.05,0.48,0.67,0.39,0.56,0.57,0.43,0.6,0.66,0.56,0.58,0.63,0.69,0.7,0.45,0.68
