,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.54,0.34,0.5,0.69,0.37,0.42,0.35,0.44,0.61,0.32,0.5,0.99,0.67,0.32,0.75,0.62,0.39,0.7,0.53,0.42
ardour.csv,0.44,0.25,0.5,0.58,0.27,0.54,0.48,0.56,0.57,0.39,0.35,0.48,0.98,0.45,0.61,0.29,0.5,0.36,0.54,0.58
arianne.csv,0.29,0.98,0.57,0.36,0.41,0.73,0.33,0.53,0.45,0.71,0.7,0.47,0.53,0.42,0.64,0.38,0.36,0.42,0.64,0.5
bacnet.csv,0.28,0.17,0.41,0.44,0.3,0.19,0.42,0.4,0.43,1.0,0.35,0.43,0.4,0.28,0.29,0.54,0.33,0.43,0.33,0.27
cortex-vfx.csv,0.42,0.18,0.33,0.46,0.17,0.58,0.31,0.35,0.48,0.24,0.4,0.3,0.38,0.29,0.36,0.06,0.53,0.92,0.23,0.42
emeraldemu.csv,0.78,0.71,0.26,0.94,0.3,0.35,0.46,0.37,0.52,0.13,0.15,0.12,0.55,0.25,0.43,0.25,0.42,0.22,0.26,0.35
fritzing.csv,0.96,0.52,0.7,0.68,0.75,0.69,0.62,0.79,0.68,0.68,0.75,0.68,0.8,0.45,1.0,0.25,0.47,0.66,0.79,0.77
gnupdate.csv,0.57,0.29,0.37,0.4,0.54,0.38,0.43,0.33,0.58,0.32,0.9,0.36,0.51,0.26,0.36,0.29,0.56,0.75,0.34,0.5
grafx2.csv,0.79,0.41,0.52,0.67,0.17,0.62,0.42,0.98,0.63,0.47,0.3,0.51,0.64,0.48,0.71,0.17,0.64,0.81,0.63,0.65
gstreamer.csv,0.6,0.43,0.7,0.73,0.62,0.54,0.62,0.51,0.69,0.47,0.4,0.6,0.78,0.54,0.71,0.48,0.64,0.62,0.98,0.73
keyczar.csv,0.64,0.61,0.78,0.94,0.76,0.65,0.48,0.65,0.7,0.55,0.85,0.93,0.7,0.88,0.96,1.0,0.53,0.86,0.74,0.54
linux-ntfs.csv,0.38,0.33,0.39,0.48,0.51,0.46,0.47,0.26,0.5,0.26,0.5,0.35,0.44,0.31,0.57,0.42,0.47,0.19,0.34,1.0
multitude.csv,0.6,0.61,0.65,0.83,0.71,0.85,0.69,0.93,0.72,0.76,0.7,0.85,0.78,0.94,0.5,0.48,0.64,0.74,0.65,0.73
planeshift.csv,0.6,0.49,0.76,0.87,0.75,0.54,0.99,0.81,0.85,0.68,0.55,0.73,0.86,0.62,0.75,0.69,0.67,0.74,0.8,0.69
rsyslog.csv,0.67,0.4,0.59,0.64,0.63,1.0,0.63,0.72,0.73,0.84,0.5,0.4,0.64,0.37,0.96,0.02,0.67,0.45,0.56,0.69
salasaga.csv,0.75,0.96,0.61,0.79,0.78,0.77,0.78,0.81,0.75,0.84,0.85,0.88,0.73,0.69,0.89,1.0,0.86,0.81,0.62,0.69
wow-qrsk.csv,0.61,0.43,0.5,0.48,0.35,0.27,0.15,0.05,0.97,0.55,0.25,0.04,0.24,0.4,0.39,0.04,0.28,0.73,0.14,0.42
xmoto.csv,0.35,0.25,0.43,0.63,0.33,0.31,0.42,0.35,0.59,0.26,0.15,0.28,0.59,0.37,0.71,0.35,0.97,0.38,0.54,0.58
xuggle.csv,0.61,0.7,0.85,0.61,0.49,0.65,0.78,0.7,0.45,0.53,0.35,0.22,0.66,0.31,0.0,0.21,0.69,0.12,0.69,0.62
yield.csv,0.79,0.63,0.72,0.9,0.95,0.62,0.78,0.81,0.85,0.66,0.7,0.62,0.83,0.82,0.82,0.67,0.69,0.95,0.63,0.81
