,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.57,0.38,0.52,0.68,0.41,0.46,0.4,0.48,0.63,0.36,0.51,0.99,0.66,0.36,0.63,0.53,0.43,0.64,0.57,0.43
ardour.csv,0.48,0.29,0.54,0.6,0.31,0.58,0.52,0.6,0.6,0.43,0.39,0.48,0.98,0.5,0.62,0.34,0.54,0.4,0.57,0.61
arianne.csv,0.33,0.98,0.58,0.38,0.45,0.64,0.36,0.55,0.47,0.49,0.58,0.47,0.51,0.43,0.63,0.42,0.4,0.42,0.59,0.52
bacnet.csv,0.32,0.2,0.44,0.48,0.34,0.22,0.46,0.45,0.47,1.0,0.39,0.46,0.44,0.33,0.33,0.52,0.37,0.46,0.37,0.31
cortex-vfx.csv,0.47,0.21,0.38,0.51,0.2,0.62,0.35,0.4,0.52,0.28,0.45,0.34,0.43,0.34,0.41,0.07,0.57,0.93,0.27,0.47
emeraldemu.csv,0.48,0.55,0.3,0.95,0.34,0.4,0.5,0.42,0.56,0.16,0.18,0.15,0.57,0.29,0.48,0.29,0.47,0.26,0.3,0.4
fritzing.csv,0.96,0.53,0.68,0.65,0.73,0.67,0.6,0.75,0.69,0.51,0.67,0.53,0.7,0.47,0.49,0.29,0.5,0.61,0.66,0.59
gnupdate.csv,0.59,0.33,0.42,0.44,0.54,0.43,0.47,0.38,0.58,0.36,0.92,0.4,0.55,0.3,0.41,0.33,0.58,0.66,0.39,0.53
grafx2.csv,0.7,0.44,0.56,0.68,0.2,0.63,0.46,0.97,0.65,0.49,0.34,0.53,0.65,0.52,0.69,0.2,0.62,0.71,0.64,0.58
gstreamer.csv,0.59,0.46,0.69,0.69,0.6,0.58,0.63,0.54,0.67,0.49,0.42,0.56,0.73,0.56,0.67,0.52,0.65,0.6,0.98,0.57
keyczar.csv,0.59,0.61,0.64,0.46,0.61,0.61,0.5,0.55,0.67,0.57,0.46,0.21,0.63,0.65,0.66,0.95,0.55,0.23,0.69,0.51
linux-ntfs.csv,0.41,0.37,0.42,0.51,0.54,0.51,0.49,0.3,0.52,0.29,0.54,0.37,0.47,0.35,0.56,0.44,0.47,0.22,0.37,0.99
multitude.csv,0.6,0.58,0.64,0.69,0.7,0.75,0.67,0.21,0.69,0.65,0.62,0.58,0.71,0.95,0.52,0.51,0.64,0.66,0.64,0.55
planeshift.csv,0.6,0.51,0.64,0.66,0.43,0.58,0.98,0.74,0.63,0.61,0.56,0.57,0.58,0.58,0.7,0.46,0.55,0.43,0.67,0.53
rsyslog.csv,0.67,0.44,0.62,0.64,0.66,0.99,0.6,0.73,0.73,0.32,0.53,0.43,0.65,0.41,0.21,0.02,0.65,0.48,0.57,0.61
salasaga.csv,0.33,0.21,0.3,0.44,0.23,0.28,0.49,0.29,0.16,0.17,0.29,0.29,0.41,0.19,0.91,0.0,0.09,0.56,0.41,0.5
wow-qrsk.csv,0.62,0.43,0.54,0.52,0.4,0.32,0.18,0.06,0.98,0.5,0.29,0.05,0.28,0.44,0.39,0.05,0.33,0.59,0.17,0.44
xmoto.csv,0.4,0.29,0.47,0.66,0.38,0.36,0.47,0.4,0.6,0.3,0.18,0.32,0.62,0.42,0.69,0.4,0.98,0.42,0.57,0.58
xuggle.csv,0.58,0.51,0.87,0.61,0.51,0.64,0.59,0.71,0.45,0.47,0.39,0.26,0.59,0.35,0.0,0.25,0.56,0.15,0.53,0.63
yield.csv,0.64,0.61,0.67,0.71,0.96,0.64,0.64,0.77,0.73,0.63,0.7,0.6,0.66,0.71,0.7,0.62,0.6,0.66,0.65,0.63
