,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.5,0.47,0.51,0.22,0.68,0.77
kmess.csv,0.43,0.58,0.19,0.23,0.21,0.72
minig.csv,0.49,0.5,0.6,0.22,0.16,0.62
ossbuild.csv,0.37,0.61,0.33,0.45,0.08,0.54
rezilla.csv,0.67,0.19,0.39,0.15,0.08,0.59
webdriver.csv,0.14,0.67,0.53,0.05,0.44,0.62
