,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.4,0.47,0.6,0.13,0.75,0.38
kmess.csv,0.5,0.55,0.13,0.35,0.19,0.67
minig.csv,0.09,0.53,0.65,0.05,0.11,0.3
ossbuild.csv,0.36,0.62,0.34,0.78,0.05,0.48
rezilla.csv,0.77,0.16,0.32,0.32,0.05,0.49
webdriver.csv,0.13,0.66,0.55,0.04,0.5,0.56
