,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.88,0.85,0.59,0.97,0.39,0.89
kmess.csv,0.63,0.53,0.89,0.72,0.87,0.49
minig.csv,0.97,0.74,0.46,0.99,0.91,0.96
ossbuild.csv,0.71,0.51,0.77,0.33,0.96,0.67
rezilla.csv,0.35,0.9,0.72,0.8,0.96,0.82
webdriver.csv,0.91,0.43,0.79,0.97,0.7,0.64
