,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.38,0.41,0.48,0.41,0.47,0.43
kmess.csv,0.7,0.68,0.86,0.87,0.95,0.49
minig.csv,0.36,0.42,0.49,0.42,0.83,0.54
ossbuild.csv,0.92,0.57,0.75,0.99,0.8,0.6
rezilla.csv,0.54,0.95,0.95,0.56,0.67,0.49
webdriver.csv,0.89,0.5,0.4,0.88,0.53,0.37
