,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.88,0.74,0.44,0.97,0.3,0.89
kmess.csv,0.35,0.2,0.03,0.21,0.22,0.38
minig.csv,0.98,0.61,0.28,0.99,0.03,0.91
ossbuild.csv,0.18,0.31,0.33,0.24,0.04,0.38
rezilla.csv,0.28,0.24,0.1,0.36,0.01,0.71
webdriver.csv,0.18,0.24,0.77,0.03,0.48,0.47
