,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.95,0.58,0.61,0.97,0.76,0.95
kmess.csv,0.47,0.51,0.11,0.31,0.16,0.69
minig.csv,1.0,0.58,0.63,0.97,0.09,0.69
ossbuild.csv,0.32,0.6,0.3,0.78,0.04,0.45
rezilla.csv,0.79,0.13,0.28,0.28,0.04,0.59
webdriver.csv,0.11,0.64,0.85,0.03,0.49,0.57
